Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.008	90.0	600.4169999999999	9.01823e-05	3.42729e-07	9.02195e-05	0.216
7.1424	90.01	600.483713	8.9996e-05	3.42729e-07	8.9996e-05	0.204
8.1501	90.02	600.5504259999999	8.96086e-05	6.10951e-07	8.9616e-05	0.378
9.158	90.03	600.617139	9.01748e-05	3.12926e-07	9.0145e-05	0.198
10.1662	90.04	600.683852	8.94596e-05	6.85457e-07	8.94968e-05	0.438
11.1894	90.05	600.7505649999999	8.94596e-05	6.78006e-07	8.95266e-05	0.42
12.2131	90.06	600.817278	8.9698e-05	5.58797e-07	8.96831e-05	0.348
13.2367	90.07	600.8839909999999	9.04356e-05	6.03501e-07	9.0376e-05	0.39
14.2602	90.08	600.950704	8.97427e-05	6.18402e-07	8.96459e-05	0.396
15.2845	90.09	601.017417	8.88561e-05	6.85457e-07	8.87816e-05	0.414
16.3076	90.1	601.08413	8.97427e-05	4.54487e-07	8.97725e-05	0.288
17.331	90.11	601.150843	9.02121e-05	2.16068e-07	9.02493e-05	0.18
18.3378	90.12	601.217556	8.98843e-05	3.87432e-07	8.98768e-05	0.252
19.3621	90.13	601.2842689999999	8.97651e-05	6.33303e-07	8.97576e-05	0.414
20.3694	90.14	601.3509819999999	8.96384e-05	8.71722e-07	8.97353e-05	0.552
21.3771	90.15	601.417695	9.06293e-05	6.85457e-07	9.06368e-05	0.42
22.385	90.16	601.4844079999999	9.01674e-05	7.45062e-07	9.01748e-05	0.456
23.3917	90.17	601.551121	9.01227e-05	1.34111e-07	9.01152e-05	0.084
24.3992	90.18	601.617834	8.94819e-05	1.1921e-07	8.9549e-05	0.06
25.4074	90.19	601.684547	8.9996e-05	2.3842e-07	8.9996e-05	0.162
26.4152	90.2	601.75126	8.95341e-05	4.39586e-07	8.95341e-05	0.276
27.4395	90.21	601.8179729999999	8.94819e-05	5.66248e-07	8.94447e-05	0.378
28.4614	90.22	601.884686	9.01227e-05	4.39586e-07	9.01376e-05	0.276
29.4854	90.23	601.951399	8.99439e-05	6.63105e-07	8.99364e-05	0.456
30.5094	90.24	602.018112	9.07634e-05	6.92908e-07	9.0823e-05	0.45
31.533	90.25	602.0848249999999	8.93627e-05	5.96051e-08	8.93106e-05	0.036
32.5406	90.26	602.151538	9.08007e-05	5.21543e-08	9.08603e-05	0.036
33.5472	90.27	602.2182509999999	9.01301e-05	6.85457e-07	9.01748e-05	0.438
34.5558	90.28	602.284964	9.06293e-05	7.37611e-07	9.05921e-05	0.48
35.5633	90.29	602.351677	8.90871e-05	2.45871e-07	8.90647e-05	0.156
36.5706	90.3	602.4183899999999	9.02717e-05	6.78006e-07	9.02792e-05	0.432
37.5937	90.31	602.485103	9.00035e-05	8.5682e-07	8.99886e-05	0.534
38.6017	90.32	602.5518159999999	8.96757e-05	6.63105e-07	8.96757e-05	0.438
39.609	90.33	602.618529	8.93776e-05	7.59963e-07	8.93851e-05	0.51
40.6162	90.34	602.685242	8.99215e-05	4.84291e-07	8.99215e-05	0.312
41.6242	90.35	602.751955	8.91616e-05	5.28995e-07	8.91541e-05	0.348
42.6309	90.36	602.818668	9.04952e-05	6.03501e-07	9.05325e-05	0.42
43.6549	90.37	602.8853809999999	8.99662e-05	5.06643e-07	8.98768e-05	0.312
44.6782	90.38	602.9520939999999	8.9251e-05	5.06643e-07	8.93478e-05	0.348
45.6865	90.39	603.0188069999999	8.92584e-05	5.06643e-07	8.9318e-05	0.342
46.6947	90.4	603.08552	9.00705e-05	5.43896e-07	9.00854e-05	0.336
47.7017	90.41	603.1522329999999	9.01897e-05	2.60772e-07	9.01227e-05	0.162
48.709	90.42	603.218946	8.93702e-05	4.39586e-07	8.94e-05	0.318
49.7163	90.43	603.285659	8.98098e-05	6.92908e-07	8.98619e-05	0.438
50.7253	90.44	603.352372	9.02419e-05	4.17234e-07	9.02121e-05	0.27
51.748	90.45	603.419085	9.0078e-05	5.43896e-07	9.00333e-05	0.336
52.7555	90.46	603.4857979999999	8.97874e-05	3.79981e-07	8.97353e-05	0.228
53.7628	90.47	603.552511	8.91988e-05	4.09784e-07	8.93329e-05	0.246
54.7708	90.48	603.619224	8.99513e-05	8.12117e-07	8.98992e-05	0.516
55.7782	90.49	603.685937	8.92733e-05	1.41562e-07	8.93106e-05	0.084
56.7858	90.5	603.75265	8.93255e-05	2.3842e-07	8.93627e-05	0.168
57.7931	90.51	603.819363	9.01897e-05	5.66248e-07	9.0227e-05	0.372
58.8164	90.52	603.8860759999999	8.98992e-05	6.48204e-07	8.99364e-05	0.402
59.8404	90.53	603.9527889999999	8.89753e-05	5.66248e-07	8.90051e-05	0.372
60.8641	90.54	604.019502	8.88635e-05	3.79981e-07	8.88561e-05	0.264
61.8715	90.55	604.0862149999999	8.9631e-05	3.79981e-07	8.96757e-05	0.234
62.8793	90.56	604.152928	8.92212e-05	-3.72531e-08	8.9169e-05	-0.036
63.9025	90.57	604.2196409999999	8.89753e-05	5.66248e-07	8.90498e-05	0.384
64.9098	90.58	604.286354	9.02493e-05	8.64271e-07	9.02866e-05	0.564
65.9184	90.59	604.353067	8.9467e-05	7.59963e-07	8.95117e-05	0.492
66.9252	90.6	604.41978	8.93329e-05	5.66248e-07	8.93553e-05	0.36
67.9326	90.61	604.486493	9.02121e-05	3.72531e-07	9.01674e-05	0.222
68.9411	90.62	604.553206	8.94447e-05	3.50179e-07	8.94372e-05	0.21
69.9477	90.63	604.619919	8.98023e-05	3.6508e-07	8.98843e-05	0.246
70.9558	90.64	604.6866319999999	8.97129e-05	6.33303e-07	8.9631e-05	0.408
71.9629	90.65	604.753345	8.96831e-05	6.03501e-07	8.96459e-05	0.39
72.9709	90.66	604.8200579999999	8.8871e-05	5.66248e-07	8.89082e-05	0.39
73.9789	90.67	604.886771	9.00929e-05	6.92908e-07	9.00705e-05	0.414
75.0179	90.68	604.953484	8.85655e-05	6.40754e-07	8.86177e-05	0.408
76.0409	90.69	605.0201969999999	8.94894e-05	4.32135e-07	8.95043e-05	0.27
77.065	90.7	605.08691	8.93925e-05	6.10951e-07	8.92882e-05	0.39
