Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0677	90.0	600.4169999999999	-1.25096e-05	1.26661e-07	1.24649e-05	179.604
7.1382	90.01	600.483713	-1.15857e-05	7.45063e-08	1.15708e-05	179.706
8.178	90.02	600.5504259999999	-1.17124e-05	-5.28995e-07	1.169e-05	-177.348
9.2015	90.03	600.617139	-1.11685e-05	-5.66248e-07	1.12653e-05	-177.33
10.2407	90.04	600.683852	-1.19061e-05	-1.56463e-07	1.19284e-05	-179.232
11.2488	90.05	600.7505649999999	-1.17869e-05	-6.03501e-07	1.18018e-05	-177.18
12.2555	90.06	600.817278	-1.18316e-05	-4.24685e-07	1.17943e-05	-178.086
13.2636	90.07	600.8839909999999	-1.20476e-05	-7.37611e-07	1.20551e-05	-176.484
14.2711	90.08	600.950704	-1.14516e-05	-2.23518e-07	1.14665e-05	-178.806
15.279	90.09	601.017417	-1.13547e-05	-4.24685e-07	1.14069e-05	-178.098
16.2861	90.1	601.08413	-1.22265e-05	-2.45871e-07	1.21818e-05	-178.842
17.2945	90.11	601.150843	-1.27853e-05	-2.01167e-07	1.27778e-05	-179.19
18.3018	90.12	601.217556	-1.15932e-05	-3.20377e-07	1.16155e-05	-178.458
19.3251	90.13	601.2842689999999	-1.18018e-05	-4.99193e-07	1.18018e-05	-177.444
20.3485	90.14	601.3509819999999	-1.12802e-05	-3.20377e-07	1.11908e-05	-178.218
21.3724	90.15	601.417695	-1.22861e-05	-1.71364e-07	1.23084e-05	-179.412
22.3957	90.16	601.4844079999999	-1.21371e-05	-1.26661e-07	1.20104e-05	-179.46
23.4028	90.17	601.551121	-1.12653e-05	-5.21543e-08	1.12728e-05	-179.628
24.4116	90.18	601.617834	-1.21967e-05	-3.5763e-07	1.2152e-05	-178.176
25.418	90.19	601.684547	-1.17124e-05	-1.86265e-07	1.17049e-05	-179.052
26.4263	90.2	601.75126	-1.18986e-05	-4.39586e-07	1.19061e-05	-177.984
27.4337	90.21	601.8179729999999	-1.2219e-05	-6.25852e-07	1.21967e-05	-176.988
28.4418	90.22	601.884686	-1.11014e-05	-8.27018e-07	1.11983e-05	-175.806
29.4489	90.23	601.951399	-1.23829e-05	-3.42729e-07	1.24127e-05	-178.554
30.4565	90.24	602.018112	-1.20998e-05	-1.93716e-07	1.21073e-05	-178.956
31.4641	90.25	602.0848249999999	-1.2219e-05	-4.09784e-07	1.22563e-05	-178.008
32.4873	90.26	602.151538	-1.15932e-05	-3.42729e-07	1.15485e-05	-178.182
33.4956	90.27	602.2182509999999	-1.14143e-05	-2.98025e-07	1.13994e-05	-178.524
34.5176	90.28	602.284964	-1.20998e-05	-4.32135e-07	1.20551e-05	-177.906
35.5257	90.29	602.351677	-1.16453e-05	-3.6508e-07	1.16453e-05	-178.164
36.5335	90.3	602.4183899999999	-1.11983e-05	-4.76841e-07	1.12057e-05	-177.786
37.5418	90.31	602.485103	-1.16677e-05	-4.69388e-07	1.16975e-05	-177.84
38.5488	90.32	602.5518159999999	-1.19433e-05	-2.01167e-07	1.19657e-05	-179.01
39.5882	90.33	602.618529	-1.16602e-05	-2.53322e-07	1.16453e-05	-178.92
40.5969	90.34	602.685242	-1.12057e-05	-1.34111e-07	1.12579e-05	-179.358
41.6032	90.35	602.751955	-1.20998e-05	-3.87432e-07	1.20327e-05	-178.152
42.6108	90.36	602.818668	-1.15932e-05	-2.60772e-07	1.15857e-05	-178.812
43.6184	90.37	602.8853809999999	-1.2219e-05	-3.5763e-07	1.21967e-05	-178.338
44.6264	90.38	602.9520939999999	-1.16304e-05	-3.5763e-07	1.16453e-05	-178.032
45.6493	90.39	603.0188069999999	-1.12206e-05	-4.09784e-07	1.12132e-05	-177.96
46.6567	90.4	603.08552	-1.15336e-05	-7.45062e-07	1.15708e-05	-176.304
47.6646	90.41	603.1522329999999	-1.20476e-05	-6.70557e-08	1.19806e-05	-179.652
48.6725	90.42	603.218946	-1.06693e-05	-5.14094e-07	1.07438e-05	-177.27
49.6789	90.43	603.285659	-1.11163e-05	-3.12926e-07	1.11238e-05	-178.386
50.7024	90.44	603.352372	-1.17422e-05	-4.54487e-07	1.18241e-05	-177.906
51.7272	90.45	603.419085	-1.22488e-05	-5.66248e-07	1.22041e-05	-177.462
52.7505	90.46	603.4857979999999	-1.22861e-05	-2.98025e-07	1.22488e-05	-178.626
53.7744	90.47	603.552511	-1.18688e-05	-2.53322e-07	1.18912e-05	-178.878
54.7817	90.48	603.619224	-1.20625e-05	-5.36445e-07	1.20625e-05	-177.312
55.805	90.49	603.685937	-1.25766e-05	-5.886e-07	1.25394e-05	-177.402
56.8132	90.5	603.75265	-1.12206e-05	-3.20377e-07	1.11983e-05	-178.362
57.8361	90.51	603.819363	-1.19731e-05	-4.24685e-07	1.19731e-05	-177.996
58.844	90.52	603.8860759999999	-1.1921e-05	-4.47037e-07	1.18986e-05	-178.038
59.8513	90.53	603.9527889999999	-1.17869e-05	-1.1921e-07	1.17571e-05	-179.448
60.859	90.54	604.019502	-1.19508e-05	2.16068e-07	1.19433e-05	179.01
61.8671	90.55	604.0862149999999	-1.17869e-05	-1.49013e-08	1.17198e-05	-179.706
62.8736	90.56	604.152928	-1.25096e-05	-2.60772e-07	1.24723e-05	-178.956
63.914	90.57	604.2196409999999	-1.17943e-05	-6.70557e-08	1.18241e-05	-179.712
64.9377	90.58	604.286354	-1.15336e-05	-5.36445e-07	1.15187e-05	-177.252
65.9607	90.59	604.353067	-1.13287e-05	-4.2096e-07	1.13473e-05	-177.864
66.9841	90.6	604.41978	-1.17683e-05	-6.10951e-07	1.17869e-05	-177.192
68.0078	90.61	604.486493	-1.25096e-05	-6.22127e-07	1.2517e-05	-177.246
69.0486	90.62	604.553206	-1.21128e-05	5.58796e-09	1.21277e-05	179.874
70.0705	90.63	604.619919	-1.14907e-05	-1.17347e-07	1.15093e-05	-179.22
71.0784	90.64	604.6866319999999	-1.1839e-05	-2.96162e-07	1.18539e-05	-178.548
72.0862	90.65	604.753345	-1.15466e-05	-7.41336e-07	1.15242e-05	-176.496
73.0946	90.66	604.8200579999999	-1.20067e-05	-7.76727e-07	1.2057e-05	-176.22
74.1012	90.67	604.886771	-1.16621e-05	1.37837e-07	1.17478e-05	178.974
75.1253	90.68	604.953484	-1.19862e-05	-1.80677e-07	1.20216e-05	-179.082
76.133	90.69	605.0201969999999	-1.20327e-05	-3.50179e-07	1.20365e-05	-178.512
77.1402	90.7	605.08691	-1.1826e-05	-1.08034e-07	1.18316e-05	-179.412
78.1466	90.71	605.1536229999999	-1.11461e-05	-1.63914e-07	1.12188e-05	-179.25
