Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0925	90.0	600.4169999999999	5.46093e-05	9.05249e-07	5.46093e-05	0.57
7.1494	90.01	600.483713	5.46093e-05	2.04892e-07	5.46093e-05	0.138
8.156	90.02	600.5504259999999	5.46093e-05	2.16068e-07	5.46093e-05	0.114
9.1643	90.03	600.617139	5.46093e-05	6.14677e-07	5.46093e-05	0.396
10.172	90.04	600.683852	5.46093e-05	3.94883e-07	5.46093e-05	0.24
11.1946	90.05	600.7505649999999	5.46093e-05	7.95353e-07	5.46093e-05	0.504
12.2188	90.06	600.817278	5.46093e-05	3.79981e-07	5.46093e-05	0.228
13.2417	90.07	600.8839909999999	5.46093e-05	5.49484e-07	5.46093e-05	0.348
14.2651	90.08	600.950704	5.46093e-05	6.79869e-07	5.46093e-05	0.438
15.2887	90.09	601.017417	5.46093e-05	4.09784e-07	5.46093e-05	0.264
16.2969	90.1	601.08413	5.46093e-05	4.15372e-07	5.46093e-05	0.282
17.3203	90.11	601.150843	5.46093e-05	4.86154e-07	5.46093e-05	0.324
18.3436	90.12	601.217556	5.46093e-05	6.33303e-07	5.46093e-05	0.444
19.3512	90.13	601.2842689999999	8.92994e-05	8.30743e-07	8.93329e-05	0.528
20.359	90.14	601.3509819999999	8.97204e-05	6.92908e-07	8.96384e-05	0.426
21.3664	90.15	601.417695	8.9318e-05	7.30161e-07	8.9318e-05	0.48
22.3734	90.16	601.4844079999999	8.85879e-05	5.66248e-07	8.85879e-05	0.372
23.3817	90.17	601.551121	8.97576e-05	4.76841e-07	8.97502e-05	0.306
24.4044	90.18	601.617834	8.99066e-05	3.6508e-07	8.98545e-05	0.228
25.4122	90.19	601.684547	8.96384e-05	5.66248e-07	8.96906e-05	0.354
26.4201	90.2	601.75126	8.94298e-05	7.30161e-07	8.94e-05	0.504
27.4284	90.21	601.8179729999999	9.03164e-05	7.15259e-07	9.03164e-05	0.456
28.451	90.22	601.884686	9.00258e-05	1.86265e-07	9.00035e-05	0.138
29.4749	90.23	601.951399	9.00854e-05	6.63105e-07	8.9996e-05	0.438
