Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0907	90.0	600.4169999999999	-2.943e-07	2.08617e-07	3.96745e-07	150.654
7.1795	90.01	600.483713	-9.31326e-07	-2.36557e-07	9.74171e-07	-164.478
8.1863	90.02	600.5504259999999	-9.49953e-07	-4.06058e-07	1.07475e-06	-158.166
9.2264	90.03	600.617139	-3.31553e-07	9.49954e-08	3.59492e-07	163.95
10.2335	90.04	600.683852	-5.64385e-07	-4.65664e-08	5.30858e-07	-173.598
11.2419	90.05	600.7505649999999	-8.02804e-07	-5.66248e-07	9.33189e-07	-141.486
12.2489	90.06	600.817278	-6.8732e-07	9.31327e-08	6.76144e-07	171.21
13.2567	90.07	600.8839909999999	-3.12926e-07	2.79399e-07	3.94883e-07	128.928
14.2797	90.08	600.950704	-4.30273e-07	3.16652e-08	4.04196e-07	173.334
15.3198	90.09	601.017417	1.09897e-07	-1.67639e-08	9.12701e-08	4.236
16.343	90.1	601.08413	-6.79869e-07	-2.1048e-07	7.18985e-07	-162.9
17.3664	90.11	601.150843	-1.80677e-07	1.26661e-07	2.40283e-07	149.826
18.3904	90.12	601.217556	-2.88712e-07	3.91158e-08	2.29106e-07	158.448
19.4145	90.13	601.2842689999999	1.08034e-07	2.34694e-07	2.96162e-07	55.908
20.4368	90.14	601.3509819999999	-6.70557e-08	1.62051e-07	2.36557e-07	135.756
21.4613	90.15	601.417695	-4.48899e-07	1.11759e-08	4.50762e-07	179.166
22.484	90.16	601.4844079999999	-4.2096e-07	2.73811e-07	4.88017e-07	143.592
23.4922	90.17	601.551121	-3.50179e-07	-1.00583e-07	3.18514e-07	-164.772
24.4994	90.18	601.617834	-1.49013e-08	-1.67639e-08	3.16652e-08	20.136
25.5068	90.19	601.684547	-1.37837e-07	-1.43425e-07	2.21656e-07	-131.76
26.5137	90.2	601.75126	-4.58213e-07	-6.5193e-08	4.07921e-07	-174.018
27.5226	90.21	601.8179729999999	-1.8254e-07	8.00942e-08	2.12342e-07	149.934
28.5462	90.22	601.884686	-3.44591e-07	1.17347e-07	3.74393e-07	167.526
29.5532	90.23	601.951399	-2.08617e-07	1.58326e-07	2.55184e-07	135.798
30.5768	90.24	602.018112	-5.71836e-07	5.77422e-08	5.97913e-07	171.336
31.6	90.25	602.0848249999999	-9.10837e-07	-3.91158e-08	8.60546e-07	179.772
32.624	90.26	602.151538	-3.74393e-07	-3.72531e-08	4.26548e-07	-169.482
33.648	90.27	602.2182509999999	-9.83484e-07	1.15484e-07	1.01142e-06	172.44
34.6714	90.28	602.284964	-5.77422e-08	-1.37837e-07	1.56463e-07	-100.866
35.6796	90.29	602.351677	-7.46924e-07	-7.45064e-09	7.46924e-07	178.572
36.7179	90.3	602.4183899999999	-3.18514e-07	9.49954e-08	2.73811e-07	149.898
37.7413	90.31	602.485103	-2.14205e-07	2.29106e-07	3.40866e-07	140.052
38.7652	90.32	602.5518159999999	-8.5682e-07	5.69973e-07	9.53682e-07	142.554
39.7734	90.33	602.618529	-1.03005e-06	-3.16652e-08	9.98385e-07	-176.826
40.7802	90.34	602.685242	-4.76841e-07	-2.53322e-07	5.69973e-07	-155.706
41.8047	90.35	602.751955	-6.44479e-07	3.05476e-07	6.74281e-07	153.63
42.828	90.36	602.818668	-7.13397e-07	1.73227e-07	7.30161e-07	170.88
43.835	90.37	602.8853809999999	-3.11064e-07	-1.56463e-07	3.5763e-07	-155.172
44.8433	90.38	602.9520939999999	-1.3169e-06	-4.33998e-07	1.34111e-06	-163.53
45.8514	90.39	603.0188069999999	-4.52625e-07	-4.8429e-08	3.91157e-07	-174.972
46.8742	90.4	603.08552	4.47037e-08	-2.60772e-07	2.84987e-07	-120.3
47.8981	90.41	603.1522329999999	1.4715e-07	-2.79399e-07	2.77536e-07	-87.528
48.9207	90.42	603.218946	-9.18288e-07	-3.9302e-07	1.01142e-06	-154.314
49.9453	90.43	603.285659	-7.8604e-07	-4.09784e-07	8.86623e-07	-154.32
50.9677	90.44	603.352372	-5.56935e-07	1.41562e-07	5.19682e-07	167.208
51.992	90.45	603.419085	-7.30161e-07	1.22935e-07	7.45062e-07	173.424
53.0158	90.46	603.4857979999999	1.06171e-07	-1.7509e-07	1.91853e-07	-69.972
54.0392	90.47	603.552511	-6.25852e-07	-4.52625e-07	8.17705e-07	-147.312
55.062	90.48	603.619224	-1.04868e-06	-1.37837e-07	1.0077e-06	-171.882
56.0701	90.49	603.685937	-6.40754e-07	-3.31553e-07	6.92908e-07	-153.624
57.0779	90.5	603.75265	-3.50179e-07	1.09897e-07	3.61355e-07	166.476
58.0849	90.51	603.819363	-8.08392e-07	7.15259e-07	1.04681e-06	135.264
59.0931	90.52	603.8860759999999	-9.03387e-07	3.0175e-07	9.57407e-07	162.468
60.1159	90.53	603.9527889999999	-9.31327e-08	2.83124e-07	3.11064e-07	105.618
61.1399	90.54	604.019502	-1.16789e-06	-4.19097e-07	1.24798e-06	-160.332
62.1471	90.55	604.0862149999999	-1.11759e-06	-3.16652e-08	1.15485e-06	-178.632
63.1708	90.56	604.152928	-9.23876e-07	-4.638e-07	1.03005e-06	-152.856
64.1945	90.57	604.2196409999999	-5.97913e-07	-5.40169e-08	6.10951e-07	-173.274
65.2345	90.58	604.286354	-1.07848e-06	-1.28523e-07	1.10828e-06	-174.99
66.2575	90.59	604.353067	-4.78703e-07	3.07338e-07	5.886e-07	149.766
67.2819	90.6	604.41978	-3.81844e-07	-1.65776e-07	4.26548e-07	-160.284
68.3036	90.61	604.486493	-8.73584e-07	-4.15372e-07	9.51815e-07	-153.57
69.3122	90.62	604.553206	-3.0175e-07	3.16652e-08	3.03613e-07	170.994
70.3201	90.63	604.619919	-7.99078e-07	-1.62051e-07	8.08392e-07	-169.578
71.3278	90.64	604.6866319999999	-5.08506e-07	-3.81844e-07	5.79286e-07	-136.524
72.3346	90.65	604.753345	-7.18985e-07	-1.60188e-07	7.18985e-07	-164.802
73.3429	90.66	604.8200579999999	-9.96522e-07	-1.11759e-07	9.57407e-07	-173.358
74.3654	90.67	604.886771	-7.73001e-07	2.06755e-07	7.82315e-07	165.786
75.374	90.68	604.953484	-3.59492e-07	1.78815e-07	3.87432e-07	158.658
76.3818	90.69	605.0201969999999	-9.64857e-07	-6.50067e-07	1.12877e-06	-144.264
77.3886	90.7	605.08691	-1.03564e-06	-3.20377e-07	1.12504e-06	-164.484
78.4283	90.71	605.1536229999999	-7.13397e-07	-2.06755e-07	6.92908e-07	-162.102
79.452	90.72	605.220336	-5.69973e-07	1.99304e-07	6.38891e-07	161.148
80.4758	90.73	605.287049	-3.42729e-07	5.56935e-07	6.92908e-07	128.304
81.5151	90.74	605.353762	-7.71139e-07	2.23519e-08	7.59963e-07	176.178
82.5382	90.75	605.420475	8.00942e-08	3.16652e-08	3.16652e-08	-57.996
83.5612	90.76	605.487188	-5.79286e-07	-6.5193e-08	6.48204e-07	-176.088
84.5857	90.77	605.5539009999999	-1.56463e-07	-3.53904e-07	3.63218e-07	-101.634
