Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0371	90.0	600.4169999999999	-7.8865e-06	1.86265e-07	7.82876e-06	178.434
7.0921	90.01	600.483713	-7.43198e-06	3.33415e-07	7.51208e-06	177.732
8.1006	90.02	600.5504259999999	-7.59217e-06	-6.48204e-07	7.57541e-06	-175.086
9.1078	90.03	600.617139	-6.9477e-06	-4.91742e-07	6.99799e-06	-176.04
10.131	90.04	600.683852	-7.49718e-06	-7.82316e-08	7.51394e-06	-179.364
11.139	90.05	600.7505649999999	-7.70768e-06	-3.83707e-07	7.74121e-06	-177.162
12.1463	90.06	600.817278	-7.48973e-06	-6.05363e-07	7.46737e-06	-175.212
13.1536	90.07	600.8839909999999	-7.87532e-06	-4.50762e-07	7.95169e-06	-176.85
14.1619	90.08	600.950704	-7.73004e-06	-1.4715e-07	7.67788e-06	-178.962
15.1684	90.09	601.017417	-8.1957e-06	1.08034e-07	8.19011e-06	179.394
16.1929	90.1	601.08413	-7.71327e-06	2.79398e-08	7.73376e-06	179.766
17.1999	90.11	601.150843	-7.47669e-06	-2.44008e-07	7.45806e-06	-178.176
18.2077	90.12	601.217556	-7.8716e-06	-4.99193e-07	7.86601e-06	-176.244
19.2313	90.13	601.2842689999999	-7.50649e-06	-3.18514e-07	7.56609e-06	-177.444
20.2545	90.14	601.3509819999999	-7.92934e-06	-4.15372e-07	7.92748e-06	-176.916
21.2941	90.15	601.417695	-7.44502e-06	-4.93605e-07	7.48786e-06	-176.034
22.3175	90.16	601.4844079999999	-7.28297e-06	-5.08506e-07	7.26621e-06	-176.106
23.3582	90.17	601.551121	-7.49531e-06	-5.23407e-07	7.60148e-06	-175.698
24.3806	90.18	601.617834	-7.55119e-06	-6.74281e-07	7.61266e-06	-175.26
25.4043	90.19	601.684547	-7.82876e-06	1.17347e-07	7.82131e-06	179.268
26.4281	90.2	601.75126	-7.93306e-06	-2.45871e-07	7.92748e-06	-178.17
27.4353	90.21	601.8179729999999	-7.8064e-06	-8.38195e-08	7.82131e-06	-179.244
28.4428	90.22	601.884686	-7.71886e-06	-5.55072e-07	7.69465e-06	-175.908
29.4499	90.23	601.951399	-7.42267e-06	-5.02918e-07	7.47296e-06	-176.298
30.4593	90.24	602.018112	-7.76729e-06	-3.05476e-07	7.81385e-06	-177.834
31.4667	90.25	602.0848249999999	-7.53257e-06	2.23519e-08	7.52325e-06	-179.988
32.4728	90.26	602.151538	-7.66112e-06	-1.7509e-07	7.67602e-06	-178.482
33.4812	90.27	602.2182509999999	-7.49531e-06	-3.2969e-07	7.46179e-06	-177.54
34.5049	90.28	602.284964	-7.92003e-06	-5.77422e-08	7.84924e-06	-179.634
35.5279	90.29	602.351677	-7.7319e-06	-2.99888e-07	7.77846e-06	-177.354
36.5683	90.3	602.4183899999999	-7.32209e-06	-4.76841e-07	7.36679e-06	-176.25
37.5912	90.31	602.485103	-7.32395e-06	-8.00942e-08	7.36865e-06	-179.586
38.6144	90.32	602.5518159999999	-7.55306e-06	-5.64385e-07	7.53815e-06	-175.674
39.6388	90.33	602.618529	-7.36307e-06	-2.943e-07	7.41522e-06	-177.75
40.6611	90.34	602.685242	-7.43571e-06	-2.23518e-07	7.43943e-06	-178.05
41.6856	90.35	602.751955	-7.42826e-06	-1.58326e-07	7.39287e-06	-179.028
42.6928	90.36	602.818668	-7.18984e-06	-1.7509e-07	7.15817e-06	-178.65
43.7007	90.37	602.8853809999999	-7.30719e-06	-3.50179e-07	7.30719e-06	-176.952
44.7239	90.38	602.9520939999999	-7.27366e-06	-4.07921e-07	7.22523e-06	-176.988
45.7309	90.39	603.0188069999999	-7.53815e-06	-4.78703e-07	7.49718e-06	-176.094
46.7396	90.4	603.08552	-7.80454e-06	-3.27827e-07	7.80454e-06	-177.786
47.7469	90.41	603.1522329999999	-7.66112e-06	1.11759e-08	7.64808e-06	179.922
48.7544	90.42	603.218946	-7.62945e-06	-4.09784e-07	7.60893e-06	-177.078
49.7928	90.43	603.285659	-7.56982e-06	-2.23518e-07	7.64063e-06	-177.978
50.8179	90.44	603.352372	-7.21964e-06	-4.9733e-07	7.25131e-06	-176.172
51.8412	90.45	603.419085	-7.90512e-06	-4.47037e-07	7.88464e-06	-176.64
52.8799	90.46	603.4857979999999	-7.61825e-06	-4.07921e-07	7.65553e-06	-176.712
53.9041	90.47	603.552511	-7.43757e-06	-6.50067e-07	7.38914e-06	-175.092
54.9272	90.48	603.619224	-7.73004e-06	-4.89879e-07	7.75798e-06	-176.37
55.9513	90.49	603.685937	-7.3761e-06	-6.5193e-08	7.35003e-06	-179.598
56.9755	90.5	603.75265	-7.82876e-06	1.50875e-07	7.86042e-06	178.98
57.9827	90.51	603.819363	-7.59403e-06	-1.56463e-07	7.52698e-06	-178.674
58.99	90.52	603.8860759999999	-7.49159e-06	-1.56463e-07	7.54002e-06	-178.842
60.0134	90.53	603.9527889999999	-7.96473e-06	2.88712e-07	7.92748e-06	178.152
61.0203	90.54	604.019502	-8.01316e-06	-1.17347e-07	7.94797e-06	-179.364
62.0288	90.55	604.0862149999999	-7.75984e-06	-2.23518e-07	7.73749e-06	-178.494
63.0359	90.56	604.152928	-7.66671e-06	-3.81844e-07	7.70955e-06	-177.222
64.043	90.57	604.2196409999999	-7.37797e-06	-1.00583e-07	7.37797e-06	-179.208
65.0518	90.58	604.286354	-8.04482e-06	0.0	8.0262e-06	-179.94
66.0747	90.59	604.353067	-7.1768e-06	-1.8254e-07	7.21778e-06	-178.272
67.0989	90.6	604.41978	-7.46551e-06	-1.43425e-07	7.38728e-06	-179.25
68.1213	90.61	604.486493	-8.1957e-06	-1.17347e-07	8.16031e-06	-179.226
69.1621	90.62	604.553206	-7.76915e-06	5.96051e-08	7.79895e-06	179.67
70.1851	90.63	604.619919	-7.29415e-06	-2.42145e-08	7.34258e-06	180.0
71.2082	90.64	604.6866319999999	-8.10629e-06	-4.09784e-08	8.01502e-06	-179.808
72.2327	90.65	604.753345	-6.93279e-06	3.16652e-08	6.89182e-06	-179.85
73.2393	90.66	604.8200579999999	-7.59031e-06	-4.17234e-07	7.65367e-06	-176.748
74.2475	90.67	604.886771	-7.51208e-06	-3.33415e-07	7.5158e-06	-177.486
75.2547	90.68	604.953484	-8.26648e-06	-3.59492e-07	8.22922e-06	-177.51
76.2615	90.69	605.0201969999999	-6.81545e-06	-4.52625e-07	6.83966e-06	-176.424
77.2705	90.7	605.08691	-8.02247e-06	-6.48204e-07	8.01875e-06	-175.386
78.2772	90.71	605.1536229999999	-7.93679e-06	-3.50179e-07	8.01316e-06	-177.402
79.2849	90.72	605.220336	-7.06318e-06	-2.57047e-07	7.08367e-06	-177.606
80.3085	90.73	605.287049	-7.74307e-06	-2.04892e-07	7.77288e-06	-178.746
81.3326	90.74	605.353762	-7.17308e-06	-2.64497e-07	7.14327e-06	-178.044
82.3557	90.75	605.420475	-8.01316e-06	-3.52042e-07	7.99453e-06	-177.582
83.3794	90.76	605.487188	-7.23641e-06	-6.09089e-07	7.33699e-06	-174.912
