0.00000000	Inf	NaN
0.00415282	-13.87259206	NaN
0.00830564	3.70186971	4.50702272
0.01245847	3.01311037	25.49840673
0.01661129	4.10766583	15.09951295
0.02076411	2.95509255	15.37759777
0.02491693	3.34219903	20.75786144
0.02906975	3.40639399	14.62179299
0.03322258	3.11775656	18.38181959
0.03737540	3.34956121	17.65723653
0.04152822	3.24567666	15.68412050
0.04568104	3.25801432	17.72869724
0.04983386	3.27663276	16.08310109
0.05398668	3.33680943	14.33925400
0.05813951	3.34799653	18.26256958
0.06229233	3.34163727	15.91846313
0.06644515	3.28040415	16.63702306
0.07059797	3.41302995	16.08491785
0.07475079	3.33704667	16.05637612
0.07890362	3.35644831	19.40157508
0.08305644	3.28325159	13.54199963
0.08720926	3.50479008	18.97785088
0.09136208	3.41636909	17.86675711
0.09551490	3.37139532	21.41948637
0.09966773	3.38592175	18.63513503
0.10382055	3.32292736	19.74791995
0.10797337	3.42588370	18.19886208
0.11212619	3.41031290	17.19266880
0.11627901	3.43849968	27.52649746
0.12043184	3.30732776	24.56783711
0.12458466	3.28691702	23.19900502
0.12873748	3.29111951	22.50238653
0.13289030	3.31468439	19.79510441
0.13704312	3.29896970	23.41131238
0.14119594	3.27844454	22.94043704
0.14534877	3.25423495	19.93349997
0.14950159	3.28646831	19.79004515
0.15365441	3.31089501	21.38285700
0.15780723	3.28252729	20.97226918
0.16196005	3.26764806	24.49215435
0.16611288	3.25099282	22.27851872
0.17026570	3.19926144	21.99877024
0.17441852	3.20771264	21.41064225
0.17857134	3.19824626	15.71288327
0.18272416	3.20165241	17.18835441
0.18687699	3.26942167	15.17792653
0.19102981	3.25364168	16.17660301
0.19518263	3.25162049	19.10182403
0.19933545	3.23106105	18.91117229
0.20348827	3.19154935	16.24542607
0.20764110	3.23173497	16.22589241
0.21179392	3.25190442	12.70290519
0.21594674	3.22815674	18.58070558
0.22009956	3.21817260	17.33682754
0.22425238	3.18356601	14.42187612
0.22840520	3.19153228	13.20271294
0.23255803	3.23559921	8.11886958
0.23671085	3.24220966	11.20069140
0.24086367	3.26668996	14.27268308
0.24501649	3.23428646	15.26321950
0.24916931	3.21390841	14.10865713
0.25332214	3.22726957	13.24069634
0.25747496	3.20924397	11.56418282
0.26162778	3.23277100	13.93032768
0.26578060	3.20874327	11.91138549
0.26993342	3.20786389	12.33362154
0.27408625	3.20212111	9.89759552
0.27823907	3.21407458	7.90780211
0.28239189	3.22361166	7.97371279
0.28654471	3.25620610	7.87104874
0.29069753	3.24046365	11.14833000
0.29485036	3.23900343	11.27110116
0.29900318	3.22292297	12.16832998
0.30315600	3.21423920	10.95057412
0.30730882	3.21986201	9.89998542
0.31146164	3.20759902	9.46922702
0.31561446	3.22103644	9.42328867
0.31976729	3.20914807	7.52160671
0.32392011	3.22325689	7.86772826
0.32807293	3.22240938	7.37375941
0.33222575	3.23169058	6.53299134
0.33637857	3.23319900	8.96790061
0.34053140	3.23932135	8.36782826
0.34468422	3.22465566	10.74998150
0.34883704	3.22006456	9.95416756
0.35298986	3.21194377	9.58447664
0.35714268	3.20385027	8.26117276
0.36129551	3.21700465	7.20088430
0.36544833	3.20503065	5.89707424
0.36960115	3.22377429	6.20363352
0.37375397	3.21918210	4.56580231
0.37790679	3.23291471	6.03673608
0.38205962	3.23384773	6.22537177
0.38621244	3.23499065	7.56624823
0.39036526	3.22888860	8.86533636
0.39451808	3.22222024	8.47745984
0.39867090	3.21454853	8.42974224
0.40282372	3.21435399	7.04317133
0.40697655	3.21470560	6.08425469
0.41112937	3.21437460	5.69418959
0.41528219	3.22520803	4.82373477
0.41943501	3.22292108	4.27410245
0.42358783	3.23584241	6.18315504
0.42774066	3.23503263	5.26233846
0.43189348	3.23270000	8.05244322
0.43604630	3.23427023	8.40489281
0.44019912	3.22166928	8.15542645
0.44435194	3.22027716	9.70330149
0.44850477	3.21625340	6.79819587
0.45265759	3.20921781	8.01713907
0.45681041	3.21596885	5.44845844
0.46096323	3.21441644	5.15986799
0.46511605	3.22211091	4.61786383
0.46926888	3.22955674	5.58312781
0.47342170	3.22706833	5.61184446
0.47757452	3.22859002	8.04973119
0.48172734	3.22432510	7.35243428
0.48588016	3.21705361	8.37670289
0.49003298	3.21550850	8.43347257
0.49418581	3.20874270	6.61469344
0.49833863	3.20543830	7.13080910
0.50249145	3.20998241	4.17378222
0.50664427	3.20842862	4.23601393
0.51079709	3.21813439	3.66301722
0.51494992	3.22197366	3.80451914
0.51910274	3.22035586	4.85122333
0.52325556	3.22692346	5.75829992
0.52740838	3.21859169	5.90880068
0.53156120	3.21878064	7.47219464
0.53571403	3.21105131	6.71405700
0.53986685	3.20640608	6.05067525
0.54401967	3.20521622	5.22935954
0.54817249	3.20317952	2.97814595
