# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -402.50000000 ps, Average over 1000 waveforms. Timestamp: 2024-05-06T14:03:37
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-19.61556362
0.01465550	-24.09067974
0.02931100	-39.57588957
0.04396650	-31.39048218
0.05862201	-38.76691816
0.07327751	-34.96208805
0.08793301	-42.27521152
0.10258851	-39.81843164
0.11724401	-37.75543698
0.13189951	-30.92098008
0.14655502	-38.31089713
0.16121052	-31.98854619
0.17586602	-25.10513556
0.19052152	-23.35970883
0.20517702	-29.13841506
0.21983252	-18.53634645
0.23448802	-16.11838320
0.24914353	-18.90297131
0.26379903	-21.21660442
0.27845453	-15.18952199
0.29311003	-13.22084901
0.30776553	-16.69312822
0.32242103	-15.81633496
0.33707654	-9.83613823
0.35173204	-8.47664236
0.36638754	-12.97528868
0.38104304	-11.39794113
0.39569854	-6.76942990
0.41035404	-6.54108160
0.42500954	-10.54172118
0.43966505	-7.78495426
0.45432055	-3.17549855
0.46897605	-3.54064085
0.48363155	-7.74680146
0.49828705	-5.09575524
0.51294255	-1.92524969
0.52759806	-3.25600632
0.54225356	-7.24072065
0.55690906	-3.67999814
0.57156456	-0.25799573
0.58622006	-1.59313158
0.60087556	-5.82068319
0.61553106	-1.71573379
0.63018657	-0.21492389
0.64484207	-2.74929142
0.65949757	-6.00693559
0.67415307	-1.37630248
0.68880857	0.00000000
0.70346407	-2.79684263
0.71811958	-4.97676423
0.73277508	-0.99214509
0.74743058	-0.80750323
0.76208608	-4.76048134
0.77674158	-5.44929114
0.79139708	-1.57875097
0.80605258	-1.23493347
0.82070809	-5.19382041
0.83536359	-4.30035604
0.85001909	-1.25984348
0.86467459	-2.40097925
0.87933009	-6.91795939
0.89398559	-4.94885582
0.90864110	-2.34572059
0.92329660	-3.83372767
0.93795210	-7.22735417
0.95260760	-4.24983370
0.96726310	-2.85511694
0.98191860	-5.99456260
0.99657410	-9.36215691
1.01122961	-6.02315082
1.02588511	-5.19938311
1.04054061	-8.09527938
1.05519611	-8.96418382
1.06985161	-5.44810004
1.08450711	-6.30327455
1.09916262	-11.42972284
1.11381812	-10.11071619
1.12847362	-7.48433634
1.14312912	-8.83048152
1.15778462	-13.04339813
1.17244012	-9.73574236
1.18709562	-7.80484462
1.20175113	-10.84536478
1.21640663	-13.52873115
1.23106213	-11.04103084
1.24571763	-11.38744515
1.26037313	-14.61323806
1.27502863	-14.48888645
1.28968414	-11.50179344
1.30433964	-12.84550758
1.31899514	-16.58131863
1.33365064	-15.05620924
1.34830614	-14.36943375
1.36296164	-17.54173014
1.37761714	-19.35570461
