# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -402.50000000 ps, Average over 1000 waveforms. Timestamp: 2024-05-06T14:54:41
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-20.16386896
0.01465559	-24.74978441
0.02931119	-39.44926117
0.04396678	-31.41648137
0.05862238	-37.94990650
0.07327797	-34.83801957
0.08793356	-41.52402343
0.10258916	-39.14880714
0.11724475	-37.99195877
0.13190034	-30.83600403
0.14655594	-37.72724943
0.16121153	-32.04389281
0.17586713	-25.49076819
0.19052272	-23.71850590
0.20517831	-29.37941779
0.21983391	-18.88567748
0.23448950	-16.44644805
0.24914510	-19.21082909
0.26380069	-21.60362581
0.27845628	-15.49109312
0.29311188	-13.49253597
0.30776747	-16.91896647
0.32242307	-16.00937870
0.33707866	-9.95367305
0.35173425	-8.55080829
0.36638985	-13.08298814
0.38104544	-11.37716413
0.39570103	-6.74145742
0.41035663	-6.51355553
0.42501222	-10.56018936
0.43966782	-7.75064282
0.45432341	-3.13517039
0.46897900	-3.51758756
0.48363460	-7.76961420
0.49829019	-5.05357547
0.51294579	-1.88221665
0.52760138	-3.26336227
0.54225697	-7.29150539
0.55691257	-3.63184471
0.57156816	-0.22828024
0.58622376	-1.60353439
0.60087935	-5.85274624
0.61553494	-1.67482771
0.63019054	-0.19349489
0.64484613	-2.75550792
0.65950172	-6.03388144
0.67415732	-1.35808380
0.68881291	0.00000000
0.70346851	-2.81629838
0.71812410	-4.96639067
0.73277969	-1.00110582
0.74743529	-0.82702415
0.76209088	-4.80306809
0.77674648	-5.47992800
0.79140207	-1.60632880
0.80605766	-1.26347080
0.82071326	-5.24544450
0.83536885	-4.33860144
0.85002444	-1.30236867
0.86468004	-2.45443218
0.87933563	-6.96798028
0.89399123	-5.00020101
0.90864682	-2.40007050
0.92330241	-3.90246026
0.93795801	-7.25361727
0.95261360	-4.31039415
0.96726920	-2.91073659
0.98192479	-6.03846562
0.99658038	-9.46487597
1.01123598	-6.08355489
1.02589157	-5.24861171
1.04054717	-8.13746566
1.05520276	-9.02398497
1.06985835	-5.51417141
1.08451395	-6.38277720
1.09916954	-11.47190244
1.11382513	-10.16036582
1.12848073	-7.55985873
1.14313632	-8.91680522
1.15779192	-13.08246409
1.17244751	-9.82549233
1.18710310	-7.91129555
1.20175870	-10.90307494
1.21641429	-13.67404776
1.23106989	-11.17554860
1.24572548	-11.50149526
1.26038107	-14.74890945
1.27503667	-14.64898710
1.28969226	-11.66207715
1.30434786	-13.03392376
1.31900345	-16.81367636
1.33365904	-15.21123263
1.34831464	-14.56266084
1.36297023	-17.77605267
1.37762582	-19.61260163
1.39228142	-16.41031649
1.40693701	-17.21883590
1.42159261	-20.55651561
1.43624820	-19.19712859
1.45090379	-18.16201500
1.46555939	-20.75666541
1.48021498	-23.99762041
1.49487058	-21.93500345
1.50952617	-21.40889787
1.52418176	-23.99922191
1.53883736	-24.50818132
1.55349295	-23.04266846
1.56814854	-25.18541706
1.58280414	-28.68064590
1.59745973	-28.18305515
1.61211533	-27.86992026
1.62677092	-29.87110715
1.64142651	-29.75302817
1.65608211	-29.13743017
1.67073770	-33.15676376
1.68539330	-33.50898925
1.70004889	-31.95629985
1.71470448	-34.65630119
1.72936008	-36.52387311
1.74401567	-34.41270349
1.75867127	-33.54738920
1.77332686	-35.26926868
1.78798245	-36.68733441
1.80263805	-36.49304558
1.81729364	-37.60546600
1.83194923	-39.26093975
1.84660483	-38.93496036
1.86126042	-39.13282629
1.87591602	-40.48271733
1.89057161	-40.32700456
1.90522720	-41.62417954
1.91988280	-43.96458318
1.93453839	-43.81128476
1.94919399	-44.73975591
1.96384958	-45.92981621
1.97850517	-45.71070940
1.99316077	-46.12620514
2.00781636	-48.32090913
2.02247196	-51.14580848
2.03712755	-52.67676370
2.05178314	-54.47793219
2.06643874	-56.58022301
2.08109433	-59.58595851
2.09574992	-61.19543069
2.11040552	-65.57041249
2.12506111	-72.43165133
2.13971671	-64.84647166
2.15437230	-60.61338964
2.16902789	-61.62421626
2.18368349	-62.06732222
2.19833908	-59.68602142
2.21299468	-59.33731793
2.22765027	-59.25796986
2.24230586	-58.26600490
2.25696146	-56.94638849
2.27161705	-58.42182429
2.28627265	-59.15847451
2.30092824	-58.51703216
2.31558383	-58.86408328
2.33023943	-59.83108592
2.34489502	-62.27849819
2.35955061	-61.06447521
2.37420621	-61.34149188
2.38886180	-63.40951097
