# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -402.50000000 ps, Average over 1000 waveforms. Timestamp: 2024-05-06T13:56:19
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-20.04829034
0.01465559	-24.49382139
0.02931119	-39.65878480
0.04396678	-31.50021319
0.05862238	-38.68552117
0.07327797	-35.03887048
0.08793357	-41.77886787
0.10258916	-39.50861956
0.11724476	-38.12789269
0.13190035	-31.06856836
0.14655594	-38.41851763
0.16121154	-32.10995765
0.17586713	-25.18265770
0.19052273	-23.41034660
0.20517832	-29.13550301
0.21983392	-18.55885847
0.23448951	-16.11714911
0.24914511	-18.89681993
0.26380070	-21.22625887
0.27845629	-15.17441256
0.29311189	-13.20102700
0.30776748	-16.70275934
0.32242308	-15.81813296
0.33707867	-9.82948440
0.35173427	-8.48216966
0.36638986	-13.00434642
0.38104546	-11.39558561
0.39570105	-6.76611152
0.41035664	-6.55519051
0.42501224	-10.58713158
0.43966783	-7.76633193
0.45432343	-3.16690665
0.46897902	-3.55411596
0.48363462	-7.78038956
0.49829021	-5.07487335
0.51294581	-1.91774327
0.52760140	-3.27457097
0.54225699	-7.25312862
0.55691259	-3.65229878
0.57156818	-0.24864576
0.58622378	-1.60693386
0.60087937	-5.81277236
0.61553497	-1.67597198
0.63019056	-0.20321278
0.64484616	-2.76508423
0.65950175	-5.97989221
0.67415734	-1.34239169
0.68881294	0.00000000
0.70346853	-2.82308021
0.71812413	-4.94320594
0.73277972	-0.97152755
0.74743532	-0.82087785
0.76209091	-4.79514951
0.77674651	-5.40900722
0.79140210	-1.57239269
0.80605769	-1.26119738
0.82071329	-5.23299214
0.83536888	-4.26708173
0.85002448	-1.26729004
0.86468007	-2.43862106
0.87933567	-6.93633461
0.89399126	-4.93208170
0.90864686	-2.36856822
0.92330245	-3.88238304
0.93795804	-7.23399300
0.95261364	-4.24681967
0.96726923	-2.88770969
0.98192483	-6.05688759
0.99658042	-9.35942714
1.01123602	-6.04349975
1.02589161	-5.25717217
1.04054721	-8.16770451
1.05520280	-8.96027655
1.06985839	-5.48219010
1.08451399	-6.37694973
1.09916958	-11.50405322
1.11382518	-10.14836611
1.12848077	-7.55590959
1.14313637	-8.92312270
1.15779196	-13.10187205
1.17244756	-9.78656000
1.18710315	-7.88947423
1.20175874	-10.95744427
1.21641434	-13.57452700
1.23106993	-11.11502085
1.24572553	-11.50492642
1.26038112	-14.72609591
1.27503672	-14.55221847
1.28969231	-11.60008794
1.30434791	-12.98655125
1.31900350	-16.67817182
1.33365909	-15.13597106
1.34831469	-14.51256456
1.36297028	-17.71448783
1.37762588	-19.44697666
1.39228147	-16.25974720
1.40693707	-17.11841705
1.42159266	-20.53665789
1.43624826	-19.03709425
1.45090385	-18.00443133
1.46555944	-20.65282662
1.48021504	-23.78233499
1.49487063	-21.71757620
1.50952623	-21.27239855
1.52418182	-23.88055733
1.53883742	-24.22379863
1.55349301	-22.91989844
1.56814861	-25.15091344
1.58280420	-28.53437941
1.59745979	-28.07736442
1.61211539	-27.71031252
1.62677098	-29.70467689
1.64142658	-29.58983353
1.65608217	-29.07208230
1.67073777	-33.22781863
1.68539336	-33.51015546
1.70004896	-31.90650617
1.71470455	-34.60932308
1.72936014	-36.60796273
1.74401574	-34.37347290
1.75867133	-33.53785730
1.77332693	-35.26899471
1.78798252	-36.71426457
1.80263812	-36.43906921
1.81729371	-37.50746010
1.83194931	-39.28749419
1.84660490	-38.73325975
1.86126049	-39.00415416
1.87591609	-40.51870956
1.89057168	-40.27943952
1.90522728	-41.51651600
1.91988287	-43.59733887
1.93453847	-43.40758055
1.94919406	-44.23669309
1.96384966	-45.40495463
1.97850525	-45.37052387
1.99316084	-45.84303893
2.00781644	-48.10459945
2.02247203	-50.24961240
2.03712763	-51.94177158
2.05178322	-53.89616679
2.06643882	-55.10905402
2.08109441	-59.00074711
2.09575000	-59.89439566
2.11040560	-62.79786006
2.12506119	-71.75861132
2.13971679	-66.88527720
2.15437238	-62.20775754
2.16902798	-64.09400706
2.18368357	-62.54458288
2.19833917	-58.91605149
2.21299476	-59.00134055
2.22765035	-59.93417680
2.24230595	-59.47496448
2.25696154	-58.05083551
2.27161714	-59.26314038
2.28627273	-58.79404700
2.30092833	-58.83379085
2.31558392	-60.13623486
2.33023952	-59.79120953
2.34489511	-61.47132455
2.35955070	-62.15244314
2.37420630	-62.68751273
2.38886189	-62.68395556
2.40351749	-63.74571018
2.41817308	-63.54444465
2.43282868	-62.29068393
2.44748427	-65.29063147
2.46213987	-63.97716644
2.47679546	-64.37990894
2.49145105	-64.54996957
2.50610665	-65.98543484
2.52076224	-66.41738239
2.53541784	-63.21917883
2.55007343	-63.79130785
2.56472903	-64.24504335
2.57938462	-65.65306170
2.59404022	-64.89338229
2.60869581	-66.20955049
2.62335140	-66.09939900
2.63800700	-64.19781290
2.65266259	-67.48522293
2.66731819	-66.86159609
2.68197378	-66.57042230
2.69662938	-66.79091372
2.71128497	-67.02182096
2.72594057	-68.46585012
2.74059616	-67.35058205
2.75525175	-70.83618630
2.76990735	-69.43532522
2.78456294	-66.20141330
2.79921854	-66.64939375
2.81387413	-66.51309506
2.82852973	-66.36129739
2.84318532	-68.13489031
2.85784092	-69.39299708
2.87249651	-67.60599984
2.88715210	-67.57681675
2.90180770	-70.60859393
2.91646329	-70.85697224
2.93111889	-68.57225784
2.94577448	-67.70481004
2.96043008	-68.38952044
2.97508567	-71.62172536
2.98974127	-69.01695998
3.00439686	-69.39878595
3.01905245	-72.67320685
3.03370805	-73.16556675
3.04836364	-74.91851571
3.06301924	-72.54524864
3.07767483	-74.21740807
3.09233043	-71.69568665
3.10698602	-77.37367012
3.12164162	-76.31520696
3.13629721	-71.38491260
3.15095280	-77.71829910
3.16560840	-73.20450641
3.18026399	-73.84758946
3.19491959	-75.37440084
3.20957518	-74.72613522
3.22423078	-77.62832218
3.23888637	-78.85625983
3.25354197	-86.94262654
3.26819756	-86.72678433
3.28285315	-86.09757930
3.29750875	-83.67781715
3.31216434	-80.55024394
3.32681994	-78.28559134
3.34147553	-81.97598956
3.35613113	-75.73294216
3.37078672	-75.97087286
3.38544232	-83.21890469
3.40009791	-78.21076446
3.41475350	-81.03947345
3.42940910	-79.14879460
3.44406469	-80.09324820
3.45872029	-78.22512436
3.47337588	-81.59384661
3.48803148	-87.69388622
3.50268707	-82.90788430
3.51734267	-86.30011722
3.53199826	-90.97205459
3.54665385	-94.77127340
3.56130945	-91.40160542
3.57596504	-90.76683418
3.59062064	-92.18158115
3.60527623	-80.98659421
3.61993183	-80.95051108
3.63458742	-83.62030849
3.64924302	-97.66269207
3.66389861	-80.69346909
3.67855420	-85.96977678
3.69320980	-79.21491067
3.70786539	-88.22269427
3.72252099	-80.78158486
3.73717658	-80.13142963
3.75183218	-85.95661544
3.76648777	-82.22481986
3.78114337	-78.32738768
3.79579896	-83.55219019
3.81045455	-82.04345160
3.82511015	-79.81344401
3.83976574	-81.08706739
3.85442134	-80.66896900
3.86907693	-77.85205663
3.88373253	-79.78986906
3.89838812	-83.31425596
3.91304372	-81.13323905
3.92769931	-91.44319100
3.94235490	-87.48442463
3.95701050	-80.86987146
3.97166609	-84.45193246
3.98632169	-82.81656112
4.00097728	-91.65337055
4.01563288	-80.57359574
4.03028847	-84.35172650
4.04494407	-85.93178407
4.05959966	-82.98509084
4.07425525	-88.96347956
4.08891085	-82.41186332
4.10356644	-79.14031661
4.11822204	-87.91329562
4.13287763	-84.95305119
4.14753323	-82.48622831
4.16218882	-82.39776430
4.17684442	-84.29170916
4.19150001	-88.24673303
4.20615560	-78.52872055
4.22081120	-79.54697905
4.23546679	-85.16208885
4.25012239	-80.48186026
4.26477798	-85.84790644
4.27943358	-85.06924888
4.29408917	-84.71484059
4.30874477	-91.42007131
4.32340036	-83.06877826
4.33805595	-85.11767304
4.35271155	-83.83622845
4.36736714	-82.17859213
4.38202274	-80.73078577
4.39667833	-90.93375922
4.41133393	-82.08354218
4.42598952	-82.94960427
4.44064512	-82.14067485
4.45530071	-78.64640336
4.46995630	-79.47468486
4.48461190	-74.71724954
4.49926749	-77.63974714
4.51392309	-84.45892540
4.52857868	-81.62617305
4.54323428	-81.24434516
4.55788987	-74.61520277
4.57254547	-78.22037128
4.58720106	-93.47661297
4.60185665	-81.25359696
4.61651225	-91.91738562
4.63116784	-84.76234537
4.64582344	-91.11919983
4.66047903	-81.82374646
4.67513463	-79.92302152
4.68979022	-84.20709899
4.70444582	-86.40342636
4.71910141	-78.91760223
4.73375700	-78.87051959
4.74841260	-91.94710540
4.76306819	-80.64949902
4.77772379	-81.75625742
4.79237938	-81.06610106
4.80703498	-78.98209775
4.82169057	-84.80080099
4.83634617	-82.79109856
4.85100176	-77.50908145
4.86565735	-93.43152059
4.88031295	-78.00551382
4.89496854	-77.02964961
4.90962414	-80.04417820
4.92427973	-82.36353028
4.93893533	-88.80905392
4.95359092	-78.62424710
4.96824652	-77.80053184
4.98290211	-84.57505590
4.99755770	-75.10113322
5.01221330	-85.00397418
5.02686889	-78.20630048
5.04152449	-81.30039665
5.05618008	-81.28953562
5.07083568	-84.13426380
5.08549127	-81.23294326
5.10014687	-112.02529360
5.11480246	-84.26823811
5.12945805	-87.41221593
5.14411365	-82.08344945
5.15876924	-83.98435787
5.17342484	-77.63073870
5.18808043	-83.54896628
5.20273603	-86.77939200
5.21739162	-83.41959880
5.23204722	-86.95975852
5.24670281	-84.94862166
5.26135840	-83.75101703
5.27601400	-87.70700995
5.29066959	-85.75671140
5.30532519	-79.58604768
5.31998078	-81.57624280
5.33463638	-79.17529853
5.34929197	-79.78511006
5.36394757	-94.76920612
5.37860316	-83.53578286
5.39325875	-84.37900986
5.40791435	-83.40683773
5.42256994	-87.61841974
5.43722554	-98.53561144
5.45188113	-95.60069887
5.46653673	-85.21617020
5.48119232	-86.91528320
5.49584792	-79.80158429
5.51050351	-79.35133819
5.52515910	-83.11442589
5.53981470	-103.61732167
5.55447029	-85.89301125
5.56912589	-85.48168188
5.58378148	-85.80235858
5.59843708	-84.37033655
5.61309267	-98.22604931
5.62774827	-86.37480083
5.64240386	-87.54306187
5.65705945	-81.33202626
5.67171505	-84.41557916
5.68637064	-100.99698817
5.70102624	-87.46642132
5.71568183	-82.43472755
5.73033743	-82.49007863
5.74499302	-85.78603548
5.75964862	-89.51332232
5.77430421	-85.18600747
5.78895980	-79.12666678
5.80361540	-79.43140822
5.81827099	-82.92560501
5.83292659	-83.71376780
5.84758218	-79.32242924
5.86223778	-79.11759420
5.87689337	-82.90726501
5.89154897	-89.63196060
5.90620456	-90.00320876
5.92086015	-89.00304565
5.93551575	-89.48800951
5.95017134	-93.57867033
5.96482694	-91.47913566
5.97948253	-86.56523174
5.99413813	-82.06775346
6.00879372	-79.48348632
6.02344932	-89.15458944
6.03810491	-83.63192964
6.05276050	-82.81902123
6.06741610	-93.68813379
6.08207169	-94.37219175
6.09672729	-86.77280819
6.11138288	-83.52477242
6.12603848	-89.43206726
6.14069407	-89.06454723
6.15534967	-86.41601833
6.17000526	-90.70750630
6.18466085	-84.44575312
6.19931645	-90.99260427
6.21397204	-78.86746358
6.22862764	-77.85779271
6.24328323	-81.27997360
6.25793883	-82.09480691
6.27259442	-85.21891500
6.28725001	-89.23521223
6.30190561	-82.10546920
6.31656120	-87.37898830
6.33121680	-81.72664692
6.34587239	-78.73217479
6.36052799	-76.53980255
6.37518358	-74.28757969
6.38983918	-79.43576008
6.40449477	-82.34671971
6.41915036	-74.55111643
6.43380596	-81.13890513
6.44846155	-79.86870540
6.46311715	-77.07118315
6.47777274	-79.37856074
6.49242834	-86.39150632
6.50708393	-80.82807806
6.52173953	-78.82729086
6.53639512	-79.56460936
6.55105071	-76.48836176
6.56570631	-76.95730580
6.58036190	-86.20819198
6.59501750	-83.81334978
6.60967309	-79.46372250
6.62432869	-77.40339999
6.63898428	-83.93846436
6.65363988	-75.62124415
6.66829547	-73.55883830
6.68295106	-77.59769958
6.69760666	-84.53034701
6.71226225	-74.32255339
6.72691785	-74.71291517
6.74157344	-86.28141944
6.75622904	-82.81882069
6.77088463	-78.56914425
6.78554023	-79.32968977
