# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -402.50000000 ps, Average over 1000 waveforms. Timestamp: 2024-05-06T13:56:19
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-402.35013846	0.00000000
-402.31680513	0.00000018
-402.28347180	0.00000132
-402.25013847	0.00000319
-402.21680513	0.00000722
-402.18347180	0.00001159
-402.15013847	0.00001690
-402.11680514	0.00002897
-402.08347181	0.00004136
-402.05013848	0.00004700
-402.01680515	0.00004954
-401.98347181	0.00004810
-401.95013848	0.00005894
-401.91680515	0.00006699
-401.88347182	0.00006567
-401.85013849	0.00004508
-401.81680516	0.00004129
-401.78347183	0.00001771
-401.75013850	-0.00000945
-401.71680516	-0.00007789
-401.68347183	-0.00009633
-401.65013850	-0.00012259
-401.61680517	-0.00022060
-401.58347184	-0.00026828
-401.55013851	-0.00030868
-401.51680518	-0.00043260
-401.48347185	-0.00043976
-401.45013851	-0.00051201
-401.41680518	-0.00057204
-401.38347185	-0.00071692
-401.35013852	-0.00078682
-401.31680519	-0.00082195
-401.28347186	-0.00095155
-401.25013853	-0.00110363
-401.21680519	-0.00108620
-401.18347186	-0.00116375
-401.15013853	-0.00121069
-401.11680520	-0.00119716
-401.08347187	-0.00113123
-401.05013854	-0.00103570
-401.01680521	-0.00103905
-400.98347188	-0.00078167
-400.95013854	-0.00069356
-400.91680521	-0.00044068
-400.88347188	-0.00013150
-400.85013855	0.00013212
-400.81680522	0.00042617
-400.78347189	0.00068214
-400.75013856	0.00094795
-400.71680522	0.00126105
-400.68347189	0.00143894
-400.65013856	0.00156137
-400.61680523	0.00170606
-400.58347190	0.00181825
-400.55013857	0.00167851
-400.51680524	0.00176281
-400.48347191	0.00155863
-400.45013857	0.00123184
-400.41680524	0.00096377
-400.38347191	0.00068513
-400.35013858	0.00046743
-400.31680525	0.00007476
-400.28347192	-0.00031041
-400.25013859	-0.00056958
-400.21680526	-0.00085350
-400.18347192	-0.00112410
-400.15013859	-0.00118160
