# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -402.50000000 ps, Average over 1000 waveforms. Timestamp: 2024-05-06T14:46:58
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-20.10091363
0.01465559	-24.64329331
0.02931119	-39.55883526
0.04396678	-31.42827718
0.05862238	-38.34911215
0.07327797	-34.97158318
0.08793356	-41.64849874
0.10258916	-39.18733768
0.11724475	-37.79881526
0.13190034	-30.85463127
0.14655594	-38.02135198
0.16121153	-31.91454618
0.17586713	-25.40161499
0.19052272	-23.66629848
0.20517831	-29.25371235
0.21983391	-18.79507056
0.23448950	-16.36564324
0.24914510	-19.14369810
0.26380069	-21.50408706
0.27845628	-15.40708538
0.29311188	-13.42325758
0.30776747	-16.85093031
0.32242307	-15.93878834
0.33707866	-9.90662721
0.35173425	-8.51366715
0.36638985	-13.02825699
0.38104544	-11.34467163
0.39570103	-6.72173404
0.41035663	-6.49569208
0.42501222	-10.52441236
0.43966782	-7.73469717
0.45432341	-3.12601061
0.46897900	-3.50355008
0.48363460	-7.73704600
0.49829019	-5.04948644
0.51294579	-1.88077644
0.52760138	-3.24542675
0.54225697	-7.26209711
0.55691257	-3.63727863
0.57156816	-0.22822388
0.58622376	-1.59084680
0.60087935	-5.83758069
0.61553494	-1.68572833
0.63019054	-0.19595156
0.64484613	-2.74425629
0.65950172	-6.02701742
0.67415732	-1.36783811
0.68881291	0.00000000
0.70346851	-2.80329846
0.71812410	-4.96491694
0.73277969	-1.00166194
0.74743529	-0.81587838
0.76209088	-4.77541428
0.77674648	-5.47432245
0.79140207	-1.59707705
0.80605766	-1.24539692
0.82071326	-5.21343288
0.83536885	-4.33148570
0.85002444	-1.28596253
0.86468004	-2.42539276
0.87933563	-6.93724336
0.89399123	-4.98375982
0.90864682	-2.37237137
0.92330241	-3.86266345
0.93795801	-7.22449374
0.95261360	-4.28063256
0.96726920	-2.87520881
0.98192479	-5.99147455
0.99658038	-9.41606317
1.01123598	-6.04259056
1.02589157	-5.19709609
1.04054717	-8.07733784
1.05520276	-8.98928245
1.06985835	-5.46736081
1.08451395	-6.31485162
1.09916954	-11.40828746
1.11382513	-10.10635361
1.12848073	-7.48928774
1.14313632	-8.83722261
1.15779192	-13.01165862
1.17244751	-9.75384616
1.18710310	-7.82691642
1.20175870	-10.81092731
1.21641429	-13.56617828
1.23106989	-11.08215935
1.24572548	-11.39901730
1.26038107	-14.62584861
1.27503667	-14.55109425
1.28969226	-11.55053657
1.30434786	-12.89208440
1.31900345	-16.66761372
1.33365904	-15.09355162
1.34831464	-14.42205344
1.36297023	-17.61459011
1.37762582	-19.46515818
1.39228142	-16.26218842
1.40693701	-17.04668828
1.42159261	-20.38276798
1.43624820	-19.03202565
1.45090379	-17.97686072
1.46555939	-20.55403888
1.48021498	-23.78682831
1.49487058	-21.74249334
1.50952617	-21.20924225
1.52418176	-23.76907397
1.53883736	-24.29539077
1.55349295	-22.84680566
1.56814855	-24.95811928
1.58280414	-28.46282412
1.59745973	-27.95383466
1.61211533	-27.60008792
1.62677092	-29.61395617
1.64142651	-29.53584170
1.65608211	-28.90661518
1.67073770	-32.86727922
1.68539330	-33.31257531
1.70004889	-31.68285138
1.71470448	-34.36949022
1.72936008	-36.36427483
1.74401567	-34.15177553
1.75867127	-33.33066065
1.77332686	-35.02868603
1.78798245	-36.47554144
1.80263805	-36.32519051
1.81729364	-37.37557983
1.83194923	-39.05196661
1.84660483	-38.74416912
1.86126042	-38.98113047
1.87591602	-40.35944886
1.89057161	-40.17356608
1.90522720	-41.33731278
1.91988280	-43.67564993
1.93453839	-43.48686727
1.94919399	-44.21681160
1.96384958	-45.75286953
1.97850517	-45.64241605
1.99316077	-46.16567933
2.00781636	-48.46492471
2.02247196	-50.70654561
2.03712755	-52.48725645
2.05178314	-54.37541617
2.06643874	-56.19929133
2.08109433	-59.25697080
2.09574992	-60.49139124
2.11040552	-65.11123831
2.12506111	-72.69359004
2.13971671	-65.68694713
2.15437230	-61.44056926
2.16902789	-61.68309838
2.18368349	-61.11359960
2.19833908	-58.58915619
2.21299468	-58.01547932
2.22765027	-59.02177232
2.24230586	-59.32660417
2.25696146	-57.45074847
2.27161705	-58.69333930
2.28627265	-60.09095973
2.30092824	-58.91086580
2.31558383	-59.12088084
2.33023943	-59.56883032
2.34489502	-61.45835390
2.35955061	-61.98076549
2.37420621	-61.98813584
2.38886180	-62.23766099
2.40351740	-62.68686318
2.41817299	-63.72563688
2.43282858	-63.42842324
2.44748418	-65.27489167
2.46213977	-65.52752234
2.47679537	-65.09705064
2.49145096	-63.25304972
2.50610655	-63.68472297
2.52076215	-65.01598436
2.53541774	-62.79260866
2.55007333	-63.93428477
2.56472893	-64.13516803
2.57938452	-64.29583836
2.59404012	-64.70474857
2.60869571	-65.32057662
2.62335130	-66.44702544
2.63800690	-66.53266657
2.65266249	-66.34817676
2.66731809	-65.69541339
2.68197368	-64.96176276
2.69662927	-65.29248490
2.71128487	-67.38304916
2.72594046	-65.32665066
2.74059606	-65.96859201
2.75525165	-66.60282297
2.76990724	-67.96116251
2.78456284	-70.37686694
2.79921843	-69.26121444
2.81387402	-67.75060557
2.82852962	-65.52600666
2.84318521	-66.43563276
2.85784081	-65.49737567
2.87249640	-67.42885150
2.88715199	-66.93563330
2.90180759	-66.44902667
2.91646318	-70.83118593
2.93111878	-69.09148076
2.94577437	-71.75776488
2.96042996	-72.28629801
2.97508556	-71.95743352
