# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -402.50000000 ps, Average over 1000 waveforms. Timestamp: 2024-05-06T13:50:14
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Frequency [THz]	THz Signal [a.u.]
0.00000000	-20.07824019
0.01465550	-24.56468962
0.02931100	-39.15375417
0.04396650	-31.46924760
0.05862201	-38.87252645
0.07327751	-34.88031154
0.08793301	-41.59360014
0.10258851	-39.57381179
0.11724401	-38.08165648
0.13189951	-31.15457381
0.14655502	-38.39584816
0.16121052	-32.31011829
0.17586602	-25.25542143
0.19052152	-23.44582981
0.20517702	-29.27858496
0.21983252	-18.59472960
0.23448802	-16.11908639
0.24914353	-18.85975642
0.26379903	-21.21052357
0.27845453	-15.16126770
0.29311003	-13.18241166
0.30776553	-16.67707705
0.32242103	-15.83475982
0.33707654	-9.81219650
0.35173204	-8.45892075
0.36638754	-13.00297406
0.38104304	-11.37971069
0.39569854	-6.73941345
0.41035404	-6.53781100
0.42500954	-10.60506328
0.43966505	-7.74619616
0.45432055	-3.14166781
0.46897605	-3.54487794
0.48363155	-7.81287441
0.49828705	-5.04111305
0.51294255	-1.88938700
0.52759806	-3.27672373
0.54225356	-7.26723211
0.55690906	-3.61052283
0.57156456	-0.22273283
0.58622006	-1.61065584
0.60087556	-5.81145836
0.61553106	-1.63033965
0.63018657	-0.18619750
0.64484207	-2.78261482
0.65949757	-5.96253179
0.67415307	-1.30592384
0.68880857	0.00000000
0.70346407	-2.85620359
0.71811958	-4.91270699
0.73277508	-0.96013895
0.74743058	-0.84479545
0.76208608	-4.84606561
0.77674158	-5.37836847
0.79139708	-1.58216373
0.80605258	-1.30741696
0.82070809	-5.27813906
0.83536359	-4.25323328
0.85001909	-1.29791414
0.86467459	-2.49581745
0.87933009	-6.96270188
0.89398559	-4.93708401
0.90864110	-2.41332150
0.92329660	-3.94567010
0.93795210	-7.24638462
0.95260760	-4.27446230
0.96726310	-2.94770425
0.98191860	-6.12756420
0.99657410	-9.37514860
1.01122961	-6.09414386
1.02588511	-5.33431159
1.04054061	-8.23523126
1.05519611	-8.98854324
1.06985161	-5.55226547
1.08450711	-6.46916486
1.09916262	-11.58027650
1.11381812	-10.20811518
1.12847362	-7.65058062
1.14312912	-9.02324918
1.15778462	-13.16001333
1.17244012	-9.87258773
1.18709562	-7.99578209
1.20175113	-11.06565182
1.21640663	-13.64301852
1.23106213	-11.22537033
1.24571763	-11.63066862
1.26037313	-14.82664844
1.27502863	-14.63726527
1.28968414	-11.72663863
1.30433964	-13.12830311
1.31899514	-16.76454840
1.33365064	-15.26377735
1.34830614	-14.66626951
1.36296164	-17.86426886
1.37761714	-19.54343544
1.39227265	-16.39386009
1.40692815	-17.28313139
1.42158365	-20.64495928
1.43623915	-19.17269069
1.45089465	-18.17560788
1.46555015	-20.81554997
1.48020566	-23.91763352
1.49486116	-21.90301550
1.50951666	-21.46990467
1.52417216	-24.04753050
1.53882766	-24.40489749
1.55348316	-23.12527522
1.56813866	-25.35917249
1.58279417	-28.69802944
1.59744967	-28.26576363
1.61210517	-27.93644630
1.62676067	-29.88587649
1.64141617	-29.78004752
1.65607167	-29.34078094
1.67072718	-33.55931340
1.68538268	-33.75437490
1.70003818	-32.16902789
1.71469368	-34.91259585
1.72934918	-36.83497712
1.74400468	-34.59317544
1.75866018	-33.76742882
1.77331569	-35.48272244
1.78797119	-36.93119684
1.80262669	-36.68691065
1.81728219	-37.79380536
1.83193769	-39.53173648
1.84659319	-38.98702376
1.86124870	-39.31034213
1.87590420	-40.65269522
1.89055970	-40.42316289
1.90521520	-41.75328589
1.91987070	-43.83249262
1.93452620	-43.56606562
1.94918170	-44.29587991
1.96383721	-45.79850788
1.97849271	-45.66956248
1.99314821	-45.93454826
2.00780371	-48.27423836
2.02245921	-50.31061953
2.03711471	-51.92885131
2.05177022	-54.04296279
2.06642572	-55.30022811
2.08108122	-57.86949634
2.09573672	-59.20902409
2.11039222	-62.64551892
2.12504772	-72.03193706
2.13970322	-68.08094301
2.15435873	-62.86213976
2.16901423	-64.58473996
2.18366973	-62.48208815
2.19832523	-60.05819961
2.21298073	-59.82398369
2.22763623	-60.06619708
2.24229174	-59.85591716
2.25694724	-58.20152586
2.27160274	-58.97047777
2.28625824	-60.40987826
2.30091374	-60.50360080
2.31556924	-60.29544318
2.33022474	-59.67744422
2.34488025	-61.47246836
2.35953575	-62.39637513
2.37419125	-61.72944599
2.38884675	-64.16058539
2.40350225	-65.23768130
2.41815775	-65.19697106
2.43281326	-64.00477451
2.44746876	-63.85071215
2.46212426	-65.21616954
2.47677976	-64.05468728
2.49143526	-64.96362185
2.50609076	-65.81952158
2.52074627	-65.39728887
2.53540177	-65.17045961
2.55005727	-64.80405235
2.56471277	-64.27187595
2.57936827	-64.52988627
2.59402377	-66.90191890
2.60867927	-66.27014567
2.62333478	-66.29218813
2.63799028	-66.38070647
2.65264578	-65.75397297
2.66730128	-67.46573046
2.68195678	-66.68870705
2.69661228	-67.45772238
2.71126779	-68.32052722
2.72592329	-67.05501862
2.74057879	-67.16344125
2.75523429	-67.85793440
2.76988979	-68.48339233
2.78454529	-68.34398266
2.79920079	-66.49048000
2.81385630	-67.38196598
2.82851180	-67.07668208
2.84316730	-66.10116705
2.85782280	-68.98993023
2.87247830	-69.49434694
2.88713380	-69.49610964
2.90178931	-67.82220848
2.91644481	-68.92031793
2.93110031	-70.52965008
2.94575581	-67.81444920
2.96041131	-69.14709537
2.97506681	-68.87508009
2.98972231	-71.77069877
3.00437782	-75.21905214
3.01903332	-71.02774666
3.03368882	-71.05577716
3.04834432	-71.77098995
3.06299982	-72.26293115
3.07765532	-71.41223363
3.09231083	-73.90830152
3.10696633	-72.25737385
3.12162183	-73.09064839
3.13627733	-81.50334205
3.15093283	-75.11892763
3.16558833	-80.13886538
3.18024383	-71.60018167
3.19489934	-70.81914960
3.20955484	-77.41328097
3.22421034	-94.42872476
3.23886584	-80.27282907
3.25352134	-78.87971551
3.26817684	-77.79281804
3.28283235	-75.47521951
3.29748785	-78.27126649
3.31214335	-84.57882996
3.32679885	-83.20714305
3.34145435	-75.45040228
3.35610985	-78.73147340
3.37076535	-84.11787646
3.38542086	-76.73950661
3.40007636	-81.75751690
3.41473186	-81.98240862
3.42938736	-79.61406222
3.44404286	-82.09208170
3.45869836	-83.78467579
3.47335387	-84.09881464
3.48800937	-78.61765213
3.50266487	-77.14126244
3.51732037	-88.88134304
3.53197587	-78.29624260
3.54663137	-76.71191365
3.56128687	-85.79689839
3.57594238	-86.89469664
3.59059788	-86.10602047
3.60525338	-96.17940120
3.61990888	-99.60338085
3.63456438	-99.23321494
3.64921988	-97.75734269
3.66387539	-90.69646283
3.67853089	-85.40183617
3.69318639	-84.31024872
3.70784189	-77.80585430
3.72249739	-81.79981326
3.73715289	-80.64413989
3.75180839	-77.28810379
3.76646390	-77.44260550
3.78111940	-80.21009624
3.79577490	-84.27840864
3.81043040	-85.46520889
3.82508590	-83.95044432
3.83974140	-79.56891541
3.85439691	-85.63535170
3.86905241	-79.58394705
3.88370791	-79.08705877
3.89836341	-85.37409280
3.91301891	-93.55693847
3.92767441	-91.12358283
3.94232991	-93.53940091
3.95698542	-85.62846247
3.97164092	-77.20280576
3.98629642	-80.40722023
4.00095192	-91.58518433
4.01560742	-82.95891583
4.03026292	-82.21278569
4.04491843	-85.93331748
