0.00000000	153.32387617	0.00000000	146.42769954	0.00000000
0.00091553	57.77030772	-3.07021837	56.54257438	-3.08561965
0.00183105	65.07854661	-1.59304050	62.58695293	-1.56923724
0.00274658	14.73391758	-4.16970523	15.36989666	-4.22100917
0.00366211	43.17838971	-4.10728704	40.88083475	-4.07890923
0.00457763	16.14533757	-5.74879663	16.44602311	-5.93866240
0.00549316	37.30519339	-6.53010498	36.25251141	-6.50054106
0.00640869	41.43857360	-7.20643565	41.06992164	-7.53570925
0.00732421	63.46039911	-9.09268389	54.32653157	-9.29015153
0.00823974	15.25809345	-9.66826148	14.88163962	-9.62711429
0.00915527	35.48968965	-11.11109194	34.36649390	-11.18921925
0.01007079	17.84450854	-11.69652132	18.27273860	-11.73107295
0.01098632	27.87621476	-13.53903439	26.78171231	-13.53288003
0.01190185	19.55542303	-14.09547350	20.05233775	-14.11038822
0.01281737	27.49131779	-15.76814479	25.99362748	-15.80607351
0.01373290	24.51223805	-16.38249674	24.18180959	-16.42677708
0.01464843	24.84150074	-17.91160368	23.78836497	-17.97922998
0.01556395	24.78590831	-18.65891228	24.98085467	-18.68849773
0.01647948	21.68317324	-20.14140110	21.37457067	-20.21149347
0.01739501	24.51800871	-21.02980070	24.89449994	-21.04731380
0.01831053	21.28057153	-22.25095341	21.33413457	-22.42844269
0.01922606	28.19546405	-23.29055204	25.50894917	-23.34587808
0.02014159	22.97661813	-24.34775446	22.50878394	-24.44262726
0.02105711	30.30143513	-25.62366031	28.82026978	-25.67750943
0.02197264	18.30288568	-26.70988346	18.44071402	-26.76412844
0.02288817	26.29526162	-27.83685554	25.68909932	-27.88085365
0.02380369	20.68219870	-28.98418617	19.54229447	-29.03051770
0.02471922	24.40474787	-30.17106841	23.99061697	-30.17141398
0.02563475	22.43137775	-31.09478311	21.37411737	-31.21127944
0.02655027	25.90926325	-32.43066293	23.74070149	-32.44922581
0.02746580	22.70000790	-33.37330551	21.47203000	-33.45198097
0.02838133	24.99512682	-34.74782448	21.80176937	-34.74218058
0.02929685	20.21207250	-35.68682170	20.18932788	-35.67734971
0.03021238	22.64906353	-36.87231586	21.22630320	-36.91755214
0.03112791	22.68524899	-37.87598196	22.18714896	-37.90572899
