Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

5.4623	107.5	717.1647499999999	0.000296595	6.67575e-06	0.000229836	1.668
5.9422	107.51	717.231463	2.6703e-05	0.0	2.57493e-05	1.47
6.3896	107.52	717.2981759999999	2.19346e-05	0.0	2.0981e-05	1.848
6.8066	107.53	717.364889	2.00273e-05	0.0	2.00273e-05	3.69
7.2223	107.54	717.431602	1.71663e-05	0.0	1.71663e-05	0.0
7.6371	107.55	717.4983149999999	1.23978e-05	0.0	1.14442e-05	0.0
8.0536	107.56	717.565028	8.58313e-06	0.0	7.62945e-06	4.764
8.4686	107.57	717.6317409999999	2.86104e-06	0.0	2.86104e-06	11.31
8.8857	107.58	717.698454	-2.86104e-06	0.0	1.90736e-06	180.0
9.317	107.59	717.765167	-6.67575e-06	0.0	5.72208e-06	174.804
9.7644	107.6	717.83188	-9.5368e-06	-9.53682e-07	8.58313e-06	-175.602
10.2125	107.61	717.898593	-1.04905e-05	-9.53682e-07	9.5368e-06	-176.184
10.6438	107.62	717.9653059999999	-9.5368e-06	-9.53682e-07	8.58313e-06	-175.602
11.0593	107.63	718.0320189999999	-5.72208e-06	0.0	5.72208e-06	180.0
11.4922	107.64	718.0987319999999	-2.86104e-06	-9.53682e-07	1.90736e-06	-161.568
11.9237	107.65	718.165445	2.86104e-06	0.0	1.90736e-06	14.034
12.3553	107.66	718.2321579999999	9.5368e-06	0.0	9.5368e-06	3.816
12.7707	107.67	718.298871	1.62126e-05	0.0	1.71663e-05	0.0
13.1879	107.68	718.365584	2.19346e-05	0.0	2.19346e-05	1.734
13.6196	107.69	718.432297	2.47956e-05	0.0	2.57493e-05	1.47
14.0511	107.7	718.49901	3.52862e-05	0.0	3.52862e-05	1.062
14.4992	107.71	718.5657229999999	4.57766e-05	0.0	4.57766e-05	1.638
14.914	107.72	718.632436	5.9128e-05	9.53682e-07	6.00817e-05	1.248
15.3454	107.73	718.699149	7.34334e-05	1.90736e-06	7.43871e-05	1.518
15.7938	107.74	718.765862	9.34605e-05	1.90736e-06	9.53679e-05	1.59
16.2264	107.75	718.8325749999999	0.000114441	1.90736e-06	0.000114441	1.32
16.6422	107.76	718.899288	0.000136376	3.81473e-06	0.000136376	1.944
17.1209	107.77	718.9660009999999	0.000160218	3.81473e-06	0.000161172	1.41
17.5525	107.78	719.0327139999999	0.000181199	3.81473e-06	0.000183106	1.452
17.9855	107.79	719.099427	0.000205041	5.72208e-06	0.000205995	1.662
18.4171	107.8	719.1661399999999	0.000222207	5.72208e-06	0.000223161	1.536
18.832	107.81	719.232853	0.000241281	5.72208e-06	0.000241281	1.578
19.2639	107.82	719.2995659999999	0.000253679	6.67575e-06	0.000254633	1.65
19.6808	107.83	719.366279	0.000263216	6.67575e-06	0.000263216	1.59
20.1287	107.84	719.432992	0.000269892	7.62945e-06	0.000269892	1.692
