Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

5.4884	109.5	730.50735	-2.61144e-06	-1.83471e-07	2.50993e-06	178.8
5.968	109.51	730.574063	-1.57674e-06	-1.45287e-07	1.2545e-06	-168.642
6.4002	109.52	730.640776	-8.79172e-07	-9.88141e-07	1.20234e-06	-122.76
6.8481	109.53	730.707489	7.45063e-08	-3.02682e-07	2.46802e-07	-103.788
7.28	109.54	730.774202	-1.32155e-06	-8.2143e-07	1.59257e-06	-153.87
7.6953	109.55	730.8409149999999	-1.3616e-06	3.83707e-07	1.34297e-06	161.118
8.1115	109.56	730.9076279999999	-2.17745e-06	5.80218e-07	2.41307e-06	169.074
8.5587	109.57	730.9743409999999	-9.32258e-07	1.42493e-07	7.97216e-07	173.778
8.975	109.58	731.0410539999999	1.39699e-08	6.5193e-08	2.01167e-07	55.386
9.4066	109.59	731.107767	-5.8208e-07	-8.47508e-08	7.97216e-07	174.534
9.854	109.6	731.1744799999999	-6.11883e-07	4.61938e-07	6.71487e-07	139.224
10.3032	109.61	731.241193	-1.04681e-06	-1.44356e-07	8.81035e-07	-166.002
10.7663	109.62	731.307906	1.36439e-06	-3.16651e-07	1.13436e-06	-20.514
11.1979	109.63	731.3746189999999	6.95702e-07	5.20613e-07	1.02167e-06	34.506
11.6137	109.64	731.441332	9.62063e-07	-1.02446e-07	7.94422e-07	-13.536
12.0451	109.65	731.508045	-5.36445e-07	-4.69388e-07	4.52625e-07	-55.194
12.4609	109.66	731.574758	6.64037e-07	-1.0077e-06	1.30013e-06	-53.946
12.9093	109.67	731.6414709999999	6.02569e-07	-1.28523e-07	6.47273e-07	-16.578
13.3412	109.68	731.708184	3.67874e-07	-8.26087e-07	8.81966e-07	-60.792
13.7727	109.69	731.7748969999999	-4.21891e-07	4.77772e-07	4.75908e-07	116.148
14.2045	109.7	731.84161	-1.86265e-07	-3.60424e-07	4.23754e-07	-91.518
14.6533	109.71	731.9083229999999	1.78815e-06	-5.6811e-07	1.93996e-06	-12.768
15.0841	109.72	731.9750359999999	1.96231e-06	-2.88711e-08	2.12995e-06	0.504
15.4999	109.73	732.041749	1.16323e-06	4.98261e-07	9.93728e-07	24.57
15.9327	109.74	732.1084619999999	4.58213e-07	-2.60771e-08	3.0827e-07	57.798
16.348	109.75	732.175175	8.19568e-07	-7.45064e-09	1.0226e-06	8.142
16.7965	109.76	732.241888	1.24332e-06	-3.90226e-07	1.58046e-06	-13.236
17.2273	109.77	732.308601	7.84177e-07	4.76841e-07	1.41375e-06	14.04
17.6595	109.78	732.375314	4.54487e-07	-1.78815e-07	2.62635e-07	-45.18
