Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

5.5848	103.0	687.1438999999999	-9.53682e-07	-4.76841e-07	4.76841e-07	180.0
6.0481	103.01	687.210613	0.0	0.0	0.0	180.0
6.4638	103.02	687.2773259999999	0.0	0.0	0.0	180.0
6.8795	103.03	687.344039	0.0	4.76841e-07	4.76841e-07	63.438
7.3438	103.04	687.410752	4.76841e-07	-4.76841e-07	9.53682e-07	-18.432
7.7605	103.05	687.4774649999999	0.0	4.76841e-07	4.76841e-07	90.0
8.1751	103.06	687.544178	0.0	4.76841e-07	4.76841e-07	90.0
8.5919	103.07	687.6108909999999	-4.76841e-07	0.0	0.0	116.562
9.007	103.08	687.677604	-4.76841e-07	4.76841e-07	9.53682e-07	90.0
9.4236	103.09	687.744317	4.76841e-07	0.0	0.0	45.0
9.8546	103.1	687.81103	4.76841e-07	-4.76841e-07	4.76841e-07	-18.432
10.271	103.11	687.8777429999999	9.53682e-07	0.0	4.76841e-07	26.562
10.6872	103.12	687.944456	0.0	4.76841e-07	4.76841e-07	63.438
11.1022	103.13	688.0111689999999	0.0	9.53682e-07	9.53682e-07	56.31
11.5335	103.14	688.0778819999999	4.76841e-07	-4.76841e-07	9.53682e-07	-33.69
11.9495	103.15	688.144595	9.53682e-07	0.0	9.53682e-07	14.034
12.3823	103.16	688.2113079999999	9.53682e-07	0.0	9.53682e-07	0.0
12.7982	103.17	688.278021	9.53682e-07	-4.76841e-07	4.76841e-07	-26.562
13.2299	103.18	688.344734	4.76841e-07	0.0	9.53682e-07	0.0
13.6451	103.19	688.411447	9.53682e-07	4.76841e-07	9.53682e-07	26.562
14.0606	103.2	688.47816	4.76841e-07	0.0	4.76841e-07	26.562
14.4616	103.21	688.5448729999999	9.53682e-07	0.0	9.53682e-07	18.432
14.9077	103.22	688.611586	9.53682e-07	-4.76841e-07	0.0	-45.0
15.3092	103.23	688.678299	0.0	0.0	4.76841e-07	45.0
15.7394	103.24	688.745012	4.76841e-07	0.0	9.53682e-07	18.432
16.1887	103.25	688.8117249999999	1.43052e-06	4.76841e-07	9.53682e-07	26.562
16.6037	103.26	688.878438	9.53682e-07	0.0	9.53682e-07	0.0
17.035	103.27	688.9451509999999	9.53682e-07	0.0	4.76841e-07	0.0
17.4682	103.28	689.011864	4.76841e-07	0.0	4.76841e-07	45.0
17.8826	103.29	689.078577	-4.76841e-07	0.0	0.0	135.0
18.2999	103.3	689.1452899999999	-4.76841e-07	0.0	0.0	153.438
18.6988	103.31	689.212003	0.0	-4.76841e-07	0.0	-90.0
19.115	103.32	689.2787159999999	-9.53682e-07	0.0	4.76841e-07	180.0
19.5621	103.33	689.345429	-1.43052e-06	-4.76841e-07	4.76841e-07	-153.438
19.9792	103.34	689.412142	-1.90736e-06	-4.76841e-07	1.43052e-06	180.0
20.3938	103.35	689.478855	-1.43052e-06	0.0	9.53682e-07	165.966
20.8427	103.36	689.545568	-2.3842e-06	0.0	1.90736e-06	180.0
21.3214	103.37	689.6122809999999	-2.3842e-06	-4.76841e-07	1.90736e-06	-170.538
21.7383	103.38	689.6789939999999	-2.86104e-06	0.0	2.3842e-06	172.878
22.1536	103.39	689.7457069999999	-2.3842e-06	0.0	1.90736e-06	180.0
22.6015	103.4	689.81242	-2.3842e-06	4.76841e-07	1.90736e-06	161.568
23.0171	103.41	689.8791329999999	-1.43052e-06	0.0	4.76841e-07	135.0
