Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0686	91.5	610.42395	-5.32719e-06	-1.26661e-07	4.70135e-06	-176.274
7.1388	91.51	610.490663	-5.03662e-06	4.2841e-07	4.82801e-06	173.148
8.1635	91.52	610.557376	-5.11113e-06	1.08034e-07	5.30112e-06	-179.316
9.1709	91.53	610.6240889999999	-5.91579e-06	2.49596e-07	6.15793e-06	179.778
10.2107	91.54	610.690802	-4.37352e-06	-8.94074e-08	4.32882e-06	-176.052
11.2184	91.55	610.7575149999999	-5.0925e-06	2.19793e-07	5.10368e-06	177.882
12.2581	91.56	610.824228	-5.62522e-06	-5.10368e-07	5.68482e-06	-173.502
13.2965	91.57	610.8909409999999	-5.79658e-06	-2.64497e-07	5.95304e-06	-177.96
14.3207	91.58	610.9576539999999	-4.08295e-06	-2.83124e-07	4.24313e-06	-174.432
15.3601	91.59	611.024367	-4.29156e-06	3.79981e-07	4.27294e-06	173.958
16.3833	91.6	611.0910799999999	-5.90834e-06	-2.75673e-07	5.66992e-06	-177.258
17.4233	91.61	611.157793	-4.95467e-06	-2.86849e-07	5.08878e-06	-175.92
18.4467	91.62	611.224506	-4.83546e-06	-8.97799e-07	4.84663e-06	-172.47
19.4856	91.63	611.291219	-4.81683e-06	-4.88017e-07	5.16701e-06	-176.328
20.5089	91.64	611.357932	-4.0904e-06	4.54487e-07	4.06805e-06	176.466
21.5167	91.65	611.4246449999999	-5.11485e-06	2.3842e-07	4.98074e-06	177.312
22.5245	91.66	611.491358	-4.45548e-06	9.31326e-07	4.37352e-06	166.248
23.5322	91.67	611.5580709999999	-4.44058e-06	-1.56463e-07	4.7386e-06	-178.266
24.5561	91.68	611.624784	-5.48366e-06	1.93716e-07	5.09623e-06	179.106
25.579	91.69	611.6914969999999	-5.70345e-06	-7.11534e-07	5.81148e-06	-174.444
26.6038	91.7	611.75821	-4.90996e-06	-4.2096e-07	5.04035e-06	-174.36
27.6104	91.71	611.8249229999999	-5.56561e-06	-2.53322e-07	5.59542e-06	-179.52
28.6344	91.72	611.891636	-4.04569e-06	-1.86265e-07	4.05314e-06	-176.472
29.689	91.73	611.958349	-4.19098e-06	-5.96051e-08	4.49645e-06	178.656
30.7124	91.74	612.0250619999999	-4.99192e-06	1.1921e-07	4.90624e-06	177.492
31.7526	91.75	612.091775	-4.33999e-06	-1.49013e-08	4.38097e-06	178.8
32.7763	91.76	612.158488	-5.4166e-06	-4.39586e-07	5.12975e-06	-174.39
33.8161	91.77	612.225201	-4.87271e-06	-8.71722e-07	4.63429e-06	-168.534
34.8387	91.78	612.291914	-4.85781e-06	3.16651e-07	4.49645e-06	176.13
35.8794	91.79	612.358627	-4.57096e-06	4.39586e-07	4.63056e-06	178.038
36.8868	91.8	612.4253399999999	-6.08343e-06	1.26661e-07	6.14676e-06	179.184
37.9104	91.81	612.4920529999999	-5.12603e-06	-5.73698e-07	5.14838e-06	-172.878
38.9341	91.82	612.5587659999999	-4.56724e-06	2.57047e-07	4.65292e-06	176.55
39.942	91.83	612.6254789999999	-4.77213e-06	-1.78815e-07	4.79448e-06	-176.232
40.9488	91.84	612.692192	-4.57096e-06	-3.39003e-07	4.77585e-06	-175.722
41.9563	91.85	612.7589049999999	-6.18029e-06	2.68223e-07	6.41498e-06	177.294
43.0125	91.86	612.825618	-3.85198e-06	-1.37837e-07	3.83335e-06	178.524
44.067	91.87	612.892331	-5.16328e-06	-4.43311e-07	5.38307e-06	-174.45
45.1079	91.88	612.959044	-4.48155e-06	-8.19568e-08	4.73115e-06	179.136
