Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0704	91.5	610.42395	-1.00928e-05	2.0927e-06	1.0307e-05	168.156
7.1582	91.51	610.490663	-9.44833e-06	2.35533e-06	9.81806e-06	166.254
8.1656	91.52	610.557376	-1.0538e-05	2.32273e-06	1.08053e-05	167.688
9.1887	91.53	610.6240889999999	-1.01217e-05	2.30038e-06	1.03564e-05	166.824
10.1957	91.54	610.690802	-9.45112e-06	2.40096e-06	9.71468e-06	165.918
11.2032	91.55	610.7575149999999	-1.00826e-05	1.5609e-06	1.02399e-05	171.048
12.2117	91.56	610.824228	-1.04504e-05	2.5211e-06	1.0646e-05	166.53
13.2353	91.57	610.8909409999999	-9.57778e-06	1.66521e-06	9.7538e-06	169.986
14.2433	91.58	610.9576539999999	-1.02912e-05	2.18117e-06	1.05193e-05	168.042
15.2663	91.59	611.024367	-1.00025e-05	1.98839e-06	1.02297e-05	168.786
16.29	91.6	611.0910799999999	-9.84041e-06	1.92506e-06	9.91306e-06	168.438
17.3134	91.61	611.157793	-9.37196e-06	1.94741e-06	9.66626e-06	168.222
18.3368	91.62	611.224506	-1.01263e-05	2.08059e-06	1.03163e-05	168.564
19.3608	91.63	611.291219	-1.06963e-05	2.12529e-06	1.08798e-05	168.672
20.3678	91.64	611.357932	-1.05929e-05	1.91947e-06	1.07224e-05	169.566
21.3924	91.65	611.4246449999999	-9.70071e-06	2.24823e-06	1.00081e-05	166.902
22.4159	91.66	611.491358	-1.03033e-05	2.07034e-06	1.04588e-05	168.798
23.4229	91.67	611.5580709999999	-1.02008e-05	2.05451e-06	1.0402e-05	168.63
24.4468	91.68	611.624784	-1.01766e-05	2.0303e-06	1.03498e-05	168.708
25.4538	91.69	611.6914969999999	-9.19501e-06	2.17931e-06	9.56288e-06	166.836
26.4621	91.7	611.75821	-9.31515e-06	1.90829e-06	9.49582e-06	168.528
27.4695	91.71	611.8249229999999	-1.05668e-05	2.56115e-06	1.08826e-05	166.332
28.4769	91.72	611.891636	-9.88232e-06	2.25661e-06	1.0049e-05	167.202
29.4845	91.73	611.958349	-9.80968e-06	2.28921e-06	1.00975e-05	167.058
30.4924	91.74	612.0250619999999	-8.89233e-06	1.77325e-06	9.06555e-06	168.906
31.5148	91.75	612.091775	-1.06358e-05	2.13647e-06	1.08276e-05	168.504
32.5392	91.76	612.158488	-1.01962e-05	2.31621e-06	1.04542e-05	167.034
33.563	91.77	612.225201	-9.06555e-06	2.40748e-06	9.42597e-06	165.456
34.5868	91.78	612.291914	-8.86159e-06	1.62517e-06	8.97335e-06	169.62
35.6104	91.79	612.358627	-1.10455e-05	2.13181e-06	1.13454e-05	168.954
36.6332	91.8	612.4253399999999	-1.0266e-05	2.38234e-06	1.04355e-05	166.83
37.6562	91.81	612.4920529999999	-1.06535e-05	2.46988e-06	1.09878e-05	167.01
38.6965	91.82	612.5587659999999	-9.97266e-06	1.91575e-06	1.01394e-05	168.894
39.7041	91.83	612.6254789999999	-9.40828e-06	1.98373e-06	9.59734e-06	167.958
40.7108	91.84	612.692192	-9.3226e-06	1.78163e-06	9.48651e-06	169.326
41.7199	91.85	612.7589049999999	-1.07634e-05	2.07593e-06	1.09906e-05	169.014
42.7268	91.86	612.825618	-1.05138e-05	1.65031e-06	1.0524e-05	170.778
43.7342	91.87	612.892331	-1.00304e-05	2.21656e-06	1.02446e-05	167.448
44.7579	91.88	612.959044	-9.61503e-06	1.84682e-06	9.71468e-06	169.224
45.7817	91.89	613.025757	-1.06283e-05	2.3069e-06	1.09245e-05	167.682
46.8205	91.9	613.09247	-9.85531e-06	1.47522e-06	1.00341e-05	172.068
47.8606	91.91	613.159183	-1.10036e-05	1.79373e-06	1.11396e-05	170.502
48.8993	91.92	613.2258959999999	-9.89722e-06	2.54253e-06	1.00779e-05	165.276
49.9232	91.93	613.292609	-9.85811e-06	2.04799e-06	1.00192e-05	167.874
50.947	91.94	613.3593219999999	-9.84507e-06	2.63659e-06	1.02865e-05	165.468
51.9713	91.95	613.426035	-1.07382e-05	2.39165e-06	1.10875e-05	167.448
52.9787	91.96	613.4927479999999	-1.01599e-05	1.54041e-06	1.03498e-05	171.354
54.003	91.97	613.5594609999999	-1.04011e-05	1.88966e-06	1.06181e-05	169.728
55.0101	91.98	613.626174	-1.03135e-05	2.10573e-06	1.0442e-05	168.396
56.0176	91.99	613.6928869999999	-1.01757e-05	2.35999e-06	1.03834e-05	166.728
57.0236	92.0	613.7596	-9.43529e-06	1.77511e-06	9.69233e-06	169.38
58.0319	92.01	613.826313	-1.01831e-05	2.48665e-06	1.04588e-05	166.29
59.0397	92.02	613.893026	-9.59268e-06	2.63286e-06	9.91212e-06	164.664
60.0466	92.03	613.959739	-9.41759e-06	2.07873e-06	9.6318e-06	167.37
