Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0731	91.5	610.42395	-4.43685e-06	-6.40754e-07	4.37352e-06	-172.668
7.1438	91.51	610.490663	-4.88388e-06	5.3272e-07	5.09623e-06	175.914
8.1524	91.52	610.557376	-4.74605e-06	-5.886e-07	4.55978e-06	-175.932
9.1595	91.53	610.6240889999999	-5.24896e-06	-5.10368e-07	5.38307e-06	-174.804
10.1837	91.54	610.690802	-4.86526e-06	4.47037e-07	4.96957e-06	173.4
11.223	91.55	610.7575149999999	-5.91206e-06	2.64497e-07	5.58424e-06	178.344
12.2469	91.56	610.824228	-4.84663e-06	-3.24102e-07	5.50228e-06	-175.506
13.2697	91.57	610.8909409999999	-4.82428e-06	3.72531e-08	4.84291e-06	178.824
14.3254	91.58	610.9576539999999	-5.33837e-06	-1.60188e-07	5.12975e-06	-173.496
15.3661	91.59	611.024367	-4.36607e-06	-4.06058e-07	4.44058e-06	-173.208
16.4048	91.6	611.0910799999999	-4.21706e-06	-4.95467e-07	4.35489e-06	-173.478
17.4281	91.61	611.157793	-4.42195e-06	-2.08617e-07	4.489e-06	-177.768
18.4516	91.62	611.224506	-5.00309e-06	-2.64497e-07	4.89506e-06	-176.838
19.4747	91.63	611.291219	-4.71625e-06	-8.53095e-07	4.64174e-06	-171.582
20.499	91.64	611.357932	-4.48528e-06	-1.00211e-06	4.62684e-06	-168.486
21.5225	91.65	611.4246449999999	-4.32137e-06	-4.95467e-07	4.64919e-06	-173.592
22.547	91.66	611.491358	-5.49856e-06	1.56463e-07	5.40543e-06	177.546
23.5862	91.67	611.5580709999999	-4.28411e-06	-2.57047e-07	4.24313e-06	-175.554
24.5931	91.68	611.624784	-5.00309e-06	-5.21544e-07	4.98819e-06	-173.172
25.6003	91.69	611.6914969999999	-5.4315e-06	-1.97441e-07	5.26759e-06	-178.464
26.6403	91.7	611.75821	-4.63802e-06	-7.45063e-08	4.49645e-06	-177.768
27.6639	91.71	611.8249229999999	-4.0904e-06	-3.72531e-07	4.61939e-06	-175.986
28.7195	91.72	611.891636	-4.61939e-06	-4.65663e-07	4.43312e-06	-175.332
29.7436	91.73	611.958349	-5.66992e-06	0.0	5.65129e-06	-178.74
30.7981	91.74	612.0250619999999	-4.01962e-06	-8.08392e-07	4.10157e-06	-167.676
31.8215	91.75	612.091775	-5.73325e-06	-4.2841e-07	5.55816e-06	-174.186
32.878	91.76	612.158488	-4.80193e-06	3.0175e-07	4.1798e-06	177.528
33.9016	91.77	612.225201	-4.51881e-06	1.34111e-07	4.33254e-06	174.54
34.9244	91.78	612.291914	-6.30322e-06	-4.17234e-07	6.59007e-06	-176.544
35.9332	91.79	612.358627	-4.97329e-06	-4.99193e-07	4.70135e-06	-173.748
36.9403	91.8	612.4253399999999	-5.13348e-06	-6.22127e-07	5.28622e-06	-173.388
37.9632	91.81	612.4920529999999	-4.25059e-06	-1.93716e-07	4.41077e-06	178.35
38.9714	91.82	612.5587659999999	-3.54649e-06	-3.5763e-07	3.39748e-06	-173.994
39.9778	91.83	612.6254789999999	-3.86688e-06	7.52512e-07	3.89296e-06	166.614
40.9854	91.84	612.692192	-4.84663e-06	1.71364e-07	4.87643e-06	179.922
42.0258	91.85	612.7589049999999	-4.83546e-06	-5.62522e-07	4.86898e-06	-177.936
43.0651	91.86	612.825618	-4.12393e-06	-3.76256e-07	3.89296e-06	-172.848
44.1048	91.87	612.892331	-5.27504e-06	2.98025e-08	5.45013e-06	178.044
45.1451	91.88	612.959044	-4.72742e-06	-2.23518e-07	5.05525e-06	-178.722
46.1675	91.89	613.025757	-4.7535e-06	4.35861e-07	4.88761e-06	174.072
