Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0436	91.5	610.42395	-4.07922e-06	-2.16068e-07	4.32882e-06	-174.984
7.1318	91.51	610.490663	-4.57096e-06	-3.46454e-07	3.83708e-06	-174.264
8.1711	91.52	610.557376	-3.49434e-06	4.54487e-07	3.27082e-06	169.728
9.1937	91.53	610.6240889999999	-5.17446e-06	-3.05476e-07	5.30484e-06	-176.406
10.2654	91.54	610.690802	-4.73115e-06	4.09784e-08	4.71997e-06	179.19
11.2728	91.55	610.7575149999999	-3.76256e-06	-1.54228e-06	3.89296e-06	-158.97
12.2807	91.56	610.824228	-3.96374e-06	-7.56238e-07	3.77001e-06	-170.238
13.304	91.57	610.8909409999999	-4.69017e-06	-1.10269e-06	5.1223e-06	-169.536
14.3281	91.58	610.9576539999999	-4.98819e-06	-3.94883e-07	5.25269e-06	-177.342
15.3524	91.59	611.024367	-3.89668e-06	-4.61938e-07	3.77746e-06	-175.698
16.3905	91.6	611.0910799999999	-3.64707e-06	2.79399e-07	3.70295e-06	-179.802
17.4151	91.61	611.157793	-4.14628e-06	5.21543e-08	4.20216e-06	179.31
18.4389	91.62	611.224506	-3.62472e-06	-6.25852e-07	3.60982e-06	-171.696
19.478	91.63	611.291219	-4.20588e-06	-1.7509e-07	4.00844e-06	-175.5
20.5021	91.64	611.357932	-3.78491e-06	-6.92908e-07	4.11647e-06	-170.814
21.5245	91.65	611.4246449999999	-4.83546e-06	8.53095e-07	4.70135e-06	169.782
22.5329	91.66	611.491358	-3.14416e-06	-7.00358e-07	3.05848e-06	-164.088
23.5553	91.67	611.5580709999999	-5.19681e-06	1.1921e-07	5.25641e-06	-179.616
24.5953	91.68	611.624784	-4.42195e-06	6.33304e-08	4.57841e-06	-176.928
25.6033	91.69	611.6914969999999	-4.8131e-06	-4.91742e-07	4.77958e-06	-175.938
26.6434	91.7	611.75821	-4.96212e-06	-6.70557e-08	5.10368e-06	-176.94
27.6665	91.71	611.8249229999999	-3.94511e-06	-1.67639e-07	3.75138e-06	-179.142
28.706	91.72	611.891636	-3.23357e-06	2.3842e-07	3.30435e-06	177.078
29.7299	91.73	611.958349	-4.53743e-06	1.49013e-07	3.92276e-06	176.472
30.7521	91.74	612.0250619999999	-5.03662e-06	-3.39003e-07	4.74977e-06	-176.22
31.7765	91.75	612.091775	-5.1372e-06	-9.6858e-08	5.06642e-06	-175.518
32.8	91.76	612.158488	-3.0026e-06	-2.42146e-07	2.94672e-06	-175.284
33.8243	91.77	612.225201	-5.22661e-06	-1.71364e-07	5.05897e-06	-179.004
34.8474	91.78	612.291914	-4.13883e-06	1.13995e-06	4.33254e-06	165.558
35.8863	91.79	612.358627	-4.89134e-06	-1.04309e-07	4.39215e-06	177.294
36.9106	91.8	612.4253399999999	-4.0606e-06	3.27827e-07	4.32882e-06	176.112
37.9336	91.81	612.4920529999999	-4.87271e-06	-9.2015e-07	5.13348e-06	-171.204
38.9728	91.82	612.5587659999999	-4.7833e-06	-2.23519e-08	4.39587e-06	-176.37
39.9968	91.83	612.6254789999999	-3.58002e-06	-9.9466e-07	3.6359e-06	-163.44
41.0208	91.84	612.692192	-5.67737e-06	-5.58797e-07	5.31229e-06	-174.528
42.044	91.85	612.7589049999999	-5.47993e-06	3.87432e-07	5.53581e-06	176.076
43.0512	91.86	612.825618	-4.35862e-06	-1.15484e-07	4.46665e-06	-179.028
44.0597	91.87	612.892331	-4.27666e-06	-3.53904e-07	3.89668e-06	-177.702
45.0831	91.88	612.959044	-3.56512e-06	-8.64271e-07	3.75511e-06	-163.074
46.1066	91.89	613.025757	-4.50018e-06	-4.35861e-07	4.3996e-06	-173.652
47.1299	91.9	613.09247	-3.44591e-06	2.53322e-07	3.94511e-06	175.422
48.17	91.91	613.159183	-3.99354e-06	-1.86266e-08	3.88923e-06	-177.606
49.2096	91.92	613.2258959999999	-3.61355e-06	-1.1921e-07	3.35278e-06	-177.642
50.2333	91.93	613.292609	-3.60982e-06	-7.97216e-07	3.72158e-06	-166.704
51.2565	91.94	613.3593219999999	-4.42195e-06	-3.20377e-07	4.20588e-06	-175.41
52.2798	91.95	613.426035	-5.3868e-06	-6.03501e-07	5.34955e-06	-174.534
53.3037	91.96	613.4927479999999	-4.09412e-06	-7.63688e-07	4.14255e-06	-168.522
54.3263	91.97	613.5594609999999	-4.71252e-06	3.76256e-07	4.85781e-06	179.76
55.3513	91.98	613.626174	-4.65664e-06	6.18402e-07	4.61939e-06	174.636
56.3903	91.99	613.6928869999999	-3.69178e-06	-4.80566e-07	3.93021e-06	-172.38
57.4135	92.0	613.7596	-3.96001e-06	-2.45871e-07	3.82963e-06	-173.154
58.4215	92.01	613.826313	-4.34372e-06	6.07226e-07	4.44058e-06	172.596
59.4443	92.02	613.893026	-4.56724e-06	-2.83124e-07	4.32882e-06	-177.948
60.4686	92.03	613.959739	-4.94349e-06	-2.16068e-07	4.77585e-06	-179.766
61.4753	92.04	614.026452	-3.75511e-06	1.08034e-07	3.89296e-06	177.96
62.4828	92.05	614.0931649999999	-4.53371e-06	1.45287e-07	4.4294e-06	177.21
63.5065	92.06	614.1598779999999	-3.6657e-06	-3.5763e-07	3.7253e-06	-173.352
64.5306	92.07	614.2265909999999	-4.08295e-06	0.0	3.81473e-06	179.214
65.5706	92.08	614.2933039999999	-3.70668e-06	-3.83707e-07	3.66197e-06	-172.98
66.6104	92.09	614.360017	-4.68272e-06	-6.29578e-07	5.18936e-06	-174.066
67.6334	92.1	614.4267299999999	-4.41077e-06	-8.08392e-07	4.77958e-06	-170.544
68.6579	92.11	614.493443	-3.83335e-06	-4.76841e-07	3.88551e-06	-170.976
69.6964	92.12	614.560156	-5.00309e-06	-1.22563e-06	5.17446e-06	-165.768
70.7366	92.13	614.6268689999999	-3.70668e-06	-7.0781e-08	3.78491e-06	-177.438
71.744	92.14	614.693582	-4.13883e-06	-6.03501e-07	4.11647e-06	-171.138
72.7991	92.15	614.760295	-2.19794e-06	1.67639e-07	2.57046e-06	-177.138
73.8229	92.16	614.827008	-4.59704e-06	4.8429e-08	4.49273e-06	-179.748
74.8307	92.17	614.893721	-4.84291e-06	5.62522e-07	5.17446e-06	173.886
75.8544	92.18	614.960434	-3.75883e-06	-4.58213e-07	3.60237e-06	-173.886
76.8614	92.19	615.0271469999999	-3.96374e-06	3.53904e-07	4.07922e-06	176.694
77.8693	92.2	615.09386	-4.0755e-06	0.0	4.46665e-06	-179.796
78.9089	92.21	615.1605729999999	-3.53904e-06	5.28995e-07	3.63217e-06	175.38
79.932	92.22	615.2272859999999	-4.08667e-06	3.12926e-07	4.34372e-06	176.718
80.9562	92.23	615.293999	-4.06432e-06	-1.60188e-07	4.04197e-06	-176.238
81.9789	92.24	615.3607119999999	-3.86688e-06	-7.15259e-07	3.43473e-06	-172.434
83.0192	92.25	615.427425	-3.36768e-06	-4.99193e-07	3.61355e-06	-169.578
84.058	92.26	615.494138	-4.26549e-06	-5.96051e-08	4.1202e-06	-177.366
85.1143	92.27	615.560851	-3.73648e-06	1.8254e-07	3.27082e-06	178.848
86.1375	92.28	615.627564	-4.71625e-06	2.83124e-07	4.92114e-06	178.494
87.1446	92.29	615.694277	-4.78703e-06	3.39003e-07	4.3847e-06	176.358
88.1853	92.3	615.76099	-4.7833e-06	-4.06058e-07	4.96212e-06	-175.284
89.1925	92.31	615.8277029999999	-3.96374e-06	-1.52738e-07	3.73276e-06	-175.188
90.1993	92.32	615.8944159999999	-5.04035e-06	7.89765e-07	4.73487e-06	170.964
91.208	92.33	615.9611289999999	-3.91531e-06	-3.91157e-07	3.79981e-06	-174.69
92.2306	92.34	616.027842	-4.91369e-06	2.83124e-07	4.7684e-06	178.65
93.2393	92.35	616.0945549999999	-3.98982e-06	-9.46227e-07	4.00472e-06	-166.416
94.2619	92.36	616.161268	-3.22984e-06	-1.30386e-07	3.20749e-06	-175.026
95.3023	92.37	616.227981	-3.19259e-06	-9.38777e-07	3.50924e-06	-162.234
96.3254	92.38	616.2946939999999	-4.86153e-06	7.04084e-07	4.67527e-06	170.046
97.3641	92.39	616.361407	-4.69017e-06	-5.2527e-07	4.83546e-06	-176.472
98.405	92.4	616.42812	-3.89668e-06	-4.8429e-08	4.23941e-06	-178.53
99.444	92.41	616.494833	-4.03824e-06	-2.86849e-07	4.17608e-06	-178.74
100.4828	92.42	616.561546	-3.89668e-06	-1.52738e-07	4.18726e-06	-178.146
101.5067	92.43	616.628259	-3.27082e-06	-5.21544e-07	3.31552e-06	-172.272
102.5147	92.44	616.6949719999999	-4.61194e-06	-7.45064e-09	4.69389e-06	-179.31
103.5218	92.45	616.7616849999999	-5.26014e-06	-3.68806e-07	5.6811e-06	-175.518
104.5449	92.46	616.8283979999999	-3.33415e-06	-6.81732e-07	3.53904e-06	-171.456
105.5534	92.47	616.8951109999999	-4.0904e-06	-1.60188e-07	3.96374e-06	-177.654
106.5607	92.48	616.961824	-4.04942e-06	-2.34694e-07	3.94139e-06	-176.586
107.585	92.49	617.0285369999999	-5.12975e-06	-5.17819e-07	5.0925e-06	-172.53
113.6293	92.5	617.09525	-3.74766e-06	-8.19568e-08	3.32297e-06	-175.56
114.6852	92.51	617.161963	-4.95094e-06	-1.93716e-07	5.13348e-06	-175.278
115.7249	92.52	617.228676	-4.19471e-06	-2.34694e-07	3.85198e-06	-174.66
116.7485	92.53	617.295389	-4.51881e-06	5.96051e-08	4.51136e-06	-178.29
117.7722	92.54	617.362102	-4.1649e-06	-2.75673e-07	4.08295e-06	-176.358
118.7953	92.55	617.428815	-4.42195e-06	2.04892e-07	4.69762e-06	175.674
119.8198	92.56	617.4955279999999	-4.25804e-06	-1.49013e-07	4.43312e-06	-175.482
120.8429	92.57	617.5622409999999	-5.25269e-06	4.09784e-08	5.29367e-06	-176.904
121.8666	92.58	617.6289539999999	-5.25641e-06	-7.26435e-07	5.28994e-06	-171.408
122.8731	92.59	617.695667	-5.51346e-06	-3.35278e-07	5.41288e-06	-178.02
