Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0787	91.0	607.0883	-5.15211e-06	-6.22127e-07	5.17073e-06	-170.55
7.1508	91.01	607.1550129999999	-4.45175e-06	-2.12342e-07	4.63429e-06	-177.528
8.1896	91.02	607.221726	-4.00472e-06	-2.53322e-07	3.61727e-06	-176.754
9.2138	91.03	607.2884389999999	-3.46453e-06	1.11759e-08	3.39375e-06	-179.94
10.2693	91.04	607.355152	-3.83335e-06	-2.75673e-07	3.93766e-06	-177.594
11.3084	91.05	607.4218649999999	-3.99727e-06	-4.69388e-07	3.75883e-06	-177.972
12.3171	91.06	607.488578	-4.35862e-06	-3.16651e-07	4.90624e-06	-176.16
13.3397	91.07	607.5552909999999	-4.07922e-06	2.75673e-07	4.27294e-06	175.614
14.3639	91.08	607.622004	-4.00099e-06	-6.40754e-07	4.08667e-06	-172.446
15.3711	91.09	607.688717	-5.59169e-06	-5.40171e-07	6.35165e-06	-174.798
16.3785	91.1	607.7554299999999	-4.63802e-06	-5.47621e-07	4.65292e-06	-173.406
17.4022	91.11	607.822143	-4.62684e-06	4.8429e-08	4.66782e-06	-176.616
18.426	91.12	607.888856	-4.57096e-06	-1.11759e-07	4.55978e-06	-178.89
19.4329	91.13	607.955569	-4.61194e-06	-1.93716e-07	4.37352e-06	-175.782
20.4728	91.14	608.022282	-6.25107e-06	-3.98608e-07	6.27342e-06	-175.944
21.4957	91.15	608.088995	-5.53209e-06	6.25852e-07	5.81148e-06	173.472
22.5199	91.16	608.1557079999999	-5.4315e-06	3.68806e-07	5.24524e-06	177.018
23.5751	91.17	608.2224209999999	-4.18353e-06	-6.33303e-07	4.05314e-06	-168.774
24.598	91.18	608.289134	-5.0776e-06	-1.11759e-08	4.90996e-06	180.0
25.6379	91.19	608.3558469999999	-3.48689e-06	-5.21543e-08	3.65825e-06	179.136
26.6616	91.2	608.42256	-4.43312e-06	-5.84874e-07	4.7386e-06	-174.672
27.7022	91.21	608.4892729999999	-4.98819e-06	-1.78815e-07	4.81683e-06	-175.35
28.7256	91.22	608.555986	-4.20588e-06	-2.08617e-07	4.18353e-06	-174.468
29.732	91.23	608.622699	-4.27294e-06	-5.9605e-07	4.33627e-06	-172.242
30.7407	91.24	608.689412	-6.64222e-06	-5.47621e-07	6.44106e-06	-175.428
31.748	91.25	608.756125	-4.40705e-06	1.89991e-07	4.7237e-06	177.966
32.7713	91.26	608.822838	-4.84291e-06	-3.53904e-07	5.25641e-06	-178.392
33.779	91.27	608.889551	-3.77001e-06	-7.67413e-07	3.90786e-06	-167.178
34.7872	91.28	608.9562639999999	-4.63802e-06	1.1921e-07	4.41822e-06	179.094
35.8268	91.29	609.022977	-3.90413e-06	-7.78589e-07	3.81845e-06	-169.956
36.8662	91.3	609.0896899999999	-4.78703e-06	4.17234e-07	4.93976e-06	174.096
37.9214	91.31	609.156403	-4.26921e-06	2.30969e-07	4.83546e-06	177.078
38.9777	91.32	609.2231159999999	-4.20961e-06	1.00583e-07	4.29156e-06	-178.452
