Time (s) 	 Position (mm) 	 Delay (ps) 	 X 	 Y 	 R 	 theta 

6.0708	90.0	600.4169999999999	-6.65712e-06	-3.68806e-07	6.61614e-06	-176.952
7.1585	90.01	600.483713	-5.85619e-06	-2.68223e-07	5.88226e-06	-177.594
8.1658	90.02	600.5504259999999	-5.89344e-06	-3.98608e-07	5.81148e-06	-176.442
9.1735	90.03	600.617139	-6.35165e-06	1.1921e-07	6.36282e-06	178.86
10.1817	90.04	600.683852	-7.52884e-06	-6.33304e-08	7.61825e-06	-179.7
11.1886	90.05	600.7505649999999	-6.14303e-06	4.32135e-07	6.12068e-06	176.376
12.1967	90.06	600.817278	-6.26969e-06	9.31327e-08	6.3442e-06	179.16
13.2035	90.07	600.8839909999999	-6.57144e-06	-2.04892e-07	6.61242e-06	-178.386
14.2115	90.08	600.950704	-5.66247e-06	-2.30969e-07	5.62149e-06	-177.822
15.235	90.09	601.017417	-6.17656e-06	-3.83707e-07	6.14303e-06	-176.358
16.2424	90.1	601.08413	-5.4464e-06	-3.79981e-07	5.52836e-06	-175.986
17.25	90.11	601.150843	-6.04245e-06	-6.89182e-07	6.12068e-06	-173.364
18.2576	90.12	601.217556	-6.035e-06	-3.35278e-08	6.04618e-06	180.0
19.2811	90.13	601.2842689999999	-5.85991e-06	3.42729e-07	5.79286e-06	176.754
20.3055	90.14	601.3509819999999	-5.94187e-06	-2.68223e-07	5.87481e-06	-177.648
21.3277	90.15	601.417695	-5.93069e-06	-2.98025e-07	5.91206e-06	-176.898
22.3521	90.16	601.4844079999999	-5.85619e-06	1.11759e-07	5.90461e-06	179.13
23.376	90.17	601.551121	-6.43361e-06	-1.7509e-07	6.45968e-06	-178.32
24.3827	90.18	601.617834	-6.60497e-06	-1.89991e-07	6.64967e-06	-178.254
25.39	90.19	601.684547	-6.25852e-06	-3.42729e-07	6.23617e-06	-177.15
26.4142	90.2	601.75126	-5.68855e-06	-8.19568e-08	5.78168e-06	-178.95
27.4212	90.21	601.8179729999999	-5.62149e-06	-1.86266e-08	5.58424e-06	180.0
28.4288	90.22	601.884686	-6.89927e-06	1.11759e-08	6.86946e-06	-179.832
29.4366	90.23	601.951399	-6.60869e-06	-1.93716e-07	6.64595e-06	-178.59
30.46	90.24	602.018112	-7.23082e-06	-1.78815e-07	7.21964e-06	-178.542
31.4675	90.25	602.0848249999999	-6.4187e-06	2.49596e-07	6.3889e-06	177.516
32.4751	90.26	602.151538	-4.96584e-06	1.15484e-07	4.96957e-06	178.386
33.499	90.27	602.2182509999999	-5.87854e-06	5.58796e-08	5.94187e-06	179.844
34.5382	90.28	602.284964	-5.22661e-06	-1.41562e-07	5.13348e-06	-178.464
35.5612	90.29	602.351677	-6.55654e-06	2.23519e-08	6.51556e-06	179.796
36.5863	90.3	602.4183899999999	-6.75026e-06	-5.2527e-07	6.6534e-06	-175.398
37.6089	90.31	602.485103	-5.96794e-06	-2.86849e-07	5.96794e-06	-177.222
38.6331	90.32	602.5518159999999	-5.6662e-06	-3.68806e-07	5.77423e-06	-176.394
39.6562	90.33	602.618529	-6.44851e-06	7.45064e-09	6.35165e-06	179.79
40.6641	90.34	602.685242	-5.14838e-06	-7.45064e-09	5.14466e-06	179.928
41.6722	90.35	602.751955	-5.6662e-06	5.96051e-08	5.73325e-06	179.604
42.7108	90.36	602.818668	-6.55654e-06	-2.98025e-07	6.46341e-06	-177.054
43.7188	90.37	602.8853809999999	-5.83011e-06	-2.27244e-07	5.77423e-06	-177.444
44.7269	90.38	602.9520939999999	-6.22499e-06	-5.43896e-07	6.23989e-06	-174.996
45.7335	90.39	603.0188069999999	-6.85456e-06	-2.16068e-07	6.85829e-06	-178.302
46.7415	90.4	603.08552	-5.21544e-06	1.22935e-07	5.27504e-06	178.632
47.7801	90.41	603.1522329999999	-6.11323e-06	2.23519e-08	6.10951e-06	179.94
48.7885	90.42	603.218946	-6.10578e-06	-4.06058e-07	6.11323e-06	-175.464
49.812	90.43	603.285659	-5.08878e-06	-5.21544e-07	5.0627e-06	-173.712
50.835	90.44	603.352372	-5.92697e-06	-3.09201e-07	5.96794e-06	-177.246
51.8588	90.45	603.419085	-5.65502e-06	-1.67639e-07	5.54326e-06	-178.092
52.8985	90.46	603.4857979999999	-5.91579e-06	-3.72531e-07	5.98657e-06	-176.316
53.921	90.47	603.552511	-7.05573e-06	-1.00583e-07	7.02593e-06	-179.292
54.9612	90.48	603.619224	-6.07225e-06	0.0	6.17656e-06	179.724
55.9848	90.49	603.685937	-7.06318e-06	-2.04892e-07	7.0669e-06	-178.38
56.9924	90.5	603.75265	-5.696e-06	-2.68223e-07	5.65129e-06	-176.784
57.9999	90.51	603.819363	-6.88064e-06	-4.39586e-07	6.81359e-06	-176.556
59.0081	90.52	603.8860759999999	-6.9626e-06	-5.96051e-08	6.89927e-06	-179.586
60.0144	90.53	603.9527889999999	-6.45968e-06	-2.04892e-07	6.42615e-06	-178.062
61.0388	90.54	604.019502	-6.19891e-06	1.67639e-07	6.21009e-06	178.284
62.0465	90.55	604.0862149999999	-6.76516e-06	-2.57047e-07	6.72418e-06	-178.068
63.0534	90.56	604.152928	-5.30112e-06	-1.93716e-07	5.08505e-06	-177.474
64.0775	90.57	604.2196409999999	-6.0201e-06	5.58796e-08	6.06108e-06	179.496
65.085	90.58	604.286354	-5.11113e-06	-3.50179e-07	5.15583e-06	-176.46
66.1085	90.59	604.353067	-5.76678e-06	-2.30969e-07	5.80403e-06	-177.57
67.1321	90.6	604.41978	-5.83011e-06	1.49013e-07	5.82266e-06	178.854
68.1565	90.61	604.486493	-7.0371e-06	-6.14677e-07	7.08926e-06	-175.062
69.1786	90.62	604.553206	-5.9903e-06	3.12926e-07	6.05363e-06	176.892
70.2032	90.63	604.619919	-5.58796e-06	-1.45287e-07	5.56561e-06	-178.758
71.2268	90.64	604.6866319999999	-5.76678e-06	-3.79981e-07	5.7556e-06	-176.538
72.2498	90.65	604.753345	-6.98867e-06	-1.49013e-08	7.0371e-06	-179.646
73.257	90.66	604.8200579999999	-5.04407e-06	-3.12926e-07	4.97702e-06	-176.958
74.2808	90.67	604.886771	-6.03127e-06	1.00583e-07	6.01637e-06	179.046
75.2888	90.68	604.953484	-6.21009e-06	1.30386e-07	6.21754e-06	178.806
76.2964	90.69	605.0201969999999	-6.02755e-06	3.72532e-09	6.04245e-06	179.874
77.3036	90.7	605.08691	-6.45596e-06	-2.98025e-08	6.48576e-06	-179.886
78.3264	90.71	605.1536229999999	-6.15793e-06	-4.13509e-07	6.15421e-06	-176.154
79.3505	90.72	605.220336	-6.52674e-06	-2.98025e-08	6.51184e-06	-179.766
80.3899	90.73	605.287049	-5.96422e-06	-6.33304e-08	5.95304e-06	-179.136
81.4137	90.74	605.353762	-5.45013e-06	-3.68806e-07	5.4166e-06	-176.382
82.4366	90.75	605.420475	-7.21219e-06	-2.75673e-07	7.14886e-06	-177.588
83.4605	90.76	605.487188	-5.56189e-06	-1.86266e-08	5.66992e-06	-179.868
84.4685	90.77	605.5539009999999	-5.27877e-06	-5.43896e-07	5.28249e-06	-173.754
85.4923	90.78	605.6206139999999	-5.94187e-06	1.37837e-07	5.81893e-06	178.38
86.5148	90.79	605.687327	-5.91579e-06	-4.43311e-07	5.88599e-06	-175.548
87.5552	90.8	605.7540399999999	-5.9903e-06	5.21543e-08	6.01637e-06	178.86
88.5626	90.81	605.820753	-6.20636e-06	-1.93716e-07	6.19519e-06	-177.498
89.5699	90.82	605.8874659999999	-5.85991e-06	2.83124e-07	5.85991e-06	177.012
90.5937	90.83	605.954179	-5.84501e-06	1.26661e-07	5.94187e-06	179.01
91.617	90.84	606.020892	-6.10951e-06	-1.52738e-07	6.18029e-06	-179.022
92.6254	90.85	606.0876049999999	-6.76516e-06	-3.6508e-07	6.7279e-06	-177.204
93.6484	90.86	606.154318	-6.28459e-06	-2.34694e-07	6.26969e-06	-178.23
94.6558	90.87	606.221031	-5.08133e-06	-1.22935e-07	5.0627e-06	-178.488
95.6958	90.88	606.287744	-6.0499e-06	-3.31553e-07	6.17284e-06	-177.012
96.719	90.89	606.3544569999999	-6.11323e-06	-4.8429e-08	6.14303e-06	-179.598
97.743	90.9	606.42117	-6.56027e-06	-1.11759e-07	6.57144e-06	-179.13
98.7659	90.91	606.4878829999999	-5.62149e-06	-6.70557e-08	5.64384e-06	-178.854
99.7901	90.92	606.554596	-6.16538e-06	-3.09201e-07	6.22871e-06	-177.648
100.8288	90.93	606.621309	-6.54536e-06	-1.49013e-08	6.83594e-06	-179.586
101.8525	90.94	606.6880219999999	-6.49321e-06	-5.21543e-08	6.43361e-06	-179.58
102.8602	90.95	606.754735	-5.83756e-06	1.89991e-07	5.84501e-06	177.942
103.8838	90.96	606.8214479999999	-6.26224e-06	5.96051e-08	6.21381e-06	179.136
104.9081	90.97	606.888161	-6.36282e-06	5.69973e-07	6.39263e-06	174.978
105.9146	90.98	606.954874	-5.79658e-06	7.0781e-08	5.62522e-06	179.178
106.9385	90.99	607.021587	-5.32347e-06	-5.886e-07	5.42778e-06	-173.718
112.9676	91.0	607.0883	-6.72045e-06	-2.57047e-07	6.713e-06	-177.684
113.9915	91.01	607.1550129999999	-5.34582e-06	-1.00583e-07	5.39425e-06	-179.01
